disk_id,ds,model,n_1,r_1,n_5,r_5,n_9,r_9,n_12,r_12,n_170,r_170,n_171,r_171,n_172,r_172,n_173,r_173,n_174,r_174,n_180,r_180,n_183,r_183,n_184,r_184,n_187,r_187,n_188,r_188,n_194,r_194,n_195,r_195,n_196,r_196,n_197,r_197,n_198,r_198,n_199,r_199,n_206,r_206,n_211,r_211,is_null,is_broken
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
68,20191102,MC2,100,0,100,1,100,10719,100,13,100,1,100,0,100,0,95,166,100,10,0,7665,100,0,100,0,100,0,100,15,55,45,100,0,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
68,20191101,MC2,100,0,100,1,100,10695,100,13,100,1,100,0,100,0,95,166,100,10,0,7665,100,0,100,0,100,0,100,15,55,45,100,0,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
68,20191031,MC2,100,0,100,1,100,10671,100,13,100,1,100,0,100,0,95,166,100,10,0,7665,100,0,100,0,100,0,100,15,55,45,100,0,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
68,20191030,MC2,100,0,100,1,100,10647,100,13,100,1,100,0,100,0,95,165,100,10,0,7665,100,0,100,0,100,0,100,15,55,45,100,0,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
68,20191029,MC2,100,0,100,1,100,10623,100,13,100,1,100,0,100,0,95,165,100,10,0,7665,100,0,100,0,100,0,100,15,55,45,100,0,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
68,20191028,MC2,100,0,100,1,100,10599,100,13,100,1,100,0,100,0,95,165,100,10,0,7665,100,0,100,0,100,0,100,15,55,45,100,0,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
2912,20181122,MC2,100,1,100,4,100,2440,100,29,100,4,100,2,100,0,99,35,100,26,0,7662,100,0,100,0,100,0,100,30,58,42,100,1,100,4,100,0,100,1,100,0,100,2,-1,-1,0,1
2912,20181121,MC2,100,1,100,4,100,2416,100,29,100,4,100,2,100,0,99,34,100,26,0,7662,100,0,100,0,100,0,100,30,57,43,100,1,100,4,100,0,100,1,100,0,100,2,-1,-1,0,1
2912,20181120,MC2,100,1,100,4,100,2392,100,29,100,4,100,2,100,0,99,34,100,26,0,7662,100,0,100,0,100,0,100,30,56,44,100,1,100,4,100,0,100,1,100,0,100,2,-1,-1,0,1
2912,20181119,MC2,100,1,100,4,100,2368,100,29,100,4,100,2,100,0,99,34,100,26,0,7662,100,0,100,0,100,0,100,30,55,45,100,1,100,4,100,0,100,1,100,0,100,2,-1,-1,0,1
2912,20181118,MC2,100,1,100,4,100,2344,100,29,100,4,100,2,100,0,99,33,100,26,0,7662,100,0,100,0,100,0,100,30,56,44,100,1,100,4,100,0,100,1,100,0,100,2,-1,-1,0,1
2912,20181117,MC2,100,1,100,4,100,2320,100,29,100,4,100,2,100,0,99,33,100,26,0,7662,100,0,100,0,100,0,100,30,55,45,100,1,100,4,100,0,100,1,100,0,100,2,-1,-1,0,1
2912,20181116,MC2,100,1,100,4,100,2296,100,29,100,4,100,2,100,0,99,33,100,26,0,7662,100,0,100,0,100,0,100,30,55,45,100,1,100,4,100,0,100,1,100,0,100,2,-1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
6490,20191114,MC2,100,0,100,5,100,11009,100,16,100,5,100,1,100,0,96,162,100,11,0,7661,100,0,100,0,100,0,100,16,56,44,100,0,100,5,100,0,100,0,100,0,100,1,-1,-1,0,1
6490,20191113,MC2,100,0,100,5,100,10985,100,16,100,5,100,1,100,0,96,162,100,11,0,7661,100,0,100,0,100,0,100,16,56,44,100,0,100,5,100,0,100,0,100,0,100,1,-1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
3237,20181013,MC2,100,1,100,4,100,1504,100,24,100,4,100,0,100,0,99,46,100,19,0,7662,100,0,100,0,100,1,100,25,53,47,100,0,100,4,100,0,100,0,100,0,100,0,-1,-1,0,1
3237,20181012,MC2,100,0,100,0,100,1480,100,24,100,0,100,0,100,0,99,45,100,19,0,7666,100,0,100,0,100,0,100,25,54,46,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3237,20181011,MC2,100,0,100,0,100,1456,100,24,100,0,100,0,100,0,99,45,100,19,0,7666,100,0,100,0,100,0,100,25,54,46,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3237,20181010,MC2,100,0,100,0,100,1433,100,20,100,0,100,0,100,0,99,45,100,19,0,7666,100,0,100,0,100,0,100,25,54,46,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3237,20181009,MC2,100,0,100,0,100,1409,100,20,100,0,100,0,100,0,99,44,100,19,0,7666,100,0,100,0,100,0,100,25,53,47,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3237,20181008,MC2,100,0,100,0,100,1385,100,20,100,0,100,0,100,0,99,44,100,19,0,7666,100,0,100,0,100,0,100,25,53,47,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
1045,20190120,MC2,100,0,100,10,100,3856,100,14,100,10,100,0,100,0,99,62,100,11,0,7656,100,0,100,0,100,0,100,20,55,45,100,0,100,10,100,0,100,0,100,0,100,0,-1,-1,0,1
1045,20190119,MC2,100,0,100,10,100,3832,100,14,100,10,100,0,100,0,99,61,100,11,0,7656,100,0,100,0,100,0,100,20,55,45,100,0,100,10,100,0,100,0,100,0,100,0,-1,-1,0,1
1045,20190118,MC2,100,0,100,10,100,3808,100,14,100,10,100,0,100,0,99,61,100,11,0,7656,100,0,100,0,100,0,100,20,55,45,100,0,100,10,100,0,100,0,100,0,100,0,-1,-1,0,1
1045,20190117,MC2,100,0,100,10,100,3784,100,14,100,10,100,0,100,0,99,60,100,11,0,7656,100,0,100,0,100,0,100,20,55,45,100,0,100,10,100,0,100,0,100,0,100,0,-1,-1,0,1
1045,20190116,MC2,100,0,100,10,100,3760,100,14,100,10,100,0,100,0,99,60,100,11,0,7656,100,0,100,0,100,0,100,20,56,44,100,0,100,10,100,0,100,0,100,0,100,0,-1,-1,0,1
1045,20190115,MC2,100,0,100,10,100,3736,100,14,100,10,100,0,100,0,99,60,100,11,0,7656,100,0,100,0,100,0,100,20,55,45,100,0,100,10,100,0,100,0,100,0,100,0,-1,-1,0,1
5123,20180929,MC2,100,5,100,5,100,1136,100,13,100,5,100,0,100,0,100,23,100,12,0,7661,100,0,100,0,100,4,100,17,58,42,100,1,100,5,100,0,100,0,100,0,100,0,-1,-1,0,1
5123,20180928,MC2,100,1,100,1,100,1112,100,13,100,1,100,0,100,0,100,23,100,12,0,7665,100,0,100,0,100,0,100,17,58,42,100,1,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
5123,20180927,MC2,100,1,100,1,100,1088,100,13,100,1,100,0,100,0,100,23,100,12,0,7665,100,0,100,0,100,0,100,17,58,42,100,1,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
5123,20180926,MC2,100,1,100,1,100,1064,100,13,100,1,100,0,100,0,100,23,100,12,0,7665,100,0,100,0,100,0,100,17,58,42,100,1,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
5123,20180925,MC2,100,1,100,1,100,1040,100,13,100,1,100,0,100,0,100,22,100,12,0,7665,100,0,100,0,100,0,100,17,57,43,100,1,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
5123,20180924,MC2,100,1,100,1,100,1016,100,13,100,1,100,0,100,0,100,22,100,12,0,7665,100,0,100,0,100,0,100,17,57,43,100,1,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
5123,20180923,MC2,100,1,100,1,100,992,100,13,100,1,100,0,100,0,100,22,100,12,0,7665,100,0,100,0,100,0,100,17,57,43,100,1,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
3228,20191129,MC2,100,0,100,0,100,11359,100,13,100,0,100,0,100,0,95,174,100,10,0,7666,100,0,100,0,100,0,100,17,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3228,20191128,MC2,100,0,100,0,100,11335,100,13,100,0,100,0,100,0,95,174,100,10,0,7666,100,0,100,0,100,0,100,17,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3228,20191127,MC2,100,0,100,0,100,11310,100,13,100,0,100,0,100,0,95,174,100,10,0,7666,100,0,100,0,100,0,100,17,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3228,20191126,MC2,100,0,100,0,100,11286,100,13,100,0,100,0,100,0,95,173,100,10,0,7666,100,0,100,0,100,0,100,17,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3228,20191125,MC2,100,0,100,0,100,11263,100,13,100,0,100,0,100,0,95,173,100,10,0,7666,100,0,100,0,100,0,100,17,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3228,20191124,MC2,100,0,100,0,100,11239,100,13,100,0,100,0,100,0,95,173,100,10,0,7666,100,0,100,0,100,0,100,17,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
18241,20181009,MC2,100,10612,100,2,100,1394,100,18,100,2,100,0,100,0,100,32,100,17,0,7664,100,0,100,0,100,10611,100,25,56,44,100,1,100,2,100,0,100,0,100,0,100,0,-1,-1,0,1
18241,20181008,MC2,100,184,100,2,100,1370,100,18,100,2,100,0,100,0,100,27,100,17,0,7664,100,0,100,0,100,183,100,25,56,44,100,1,100,2,100,0,100,0,100,0,100,0,-1,-1,0,1
18241,20181007,MC2,100,0,100,0,100,1346,100,18,100,0,100,0,100,0,100,26,100,17,0,7666,100,0,100,0,100,0,100,25,57,43,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
18241,20181006,MC2,100,0,100,0,100,1322,100,18,100,0,100,0,100,0,100,26,100,17,0,7666,100,0,100,0,100,0,100,25,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
18241,20181005,MC2,100,0,100,0,100,1298,100,18,100,0,100,0,100,0,100,26,100,17,0,7666,100,0,100,0,100,0,100,25,57,43,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
18241,20181004,MC2,100,0,100,0,100,1274,100,18,100,0,100,0,100,0,100,26,100,17,0,7666,100,0,100,0,100,0,100,25,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
18241,20181003,MC2,100,0,100,0,100,1250,100,18,100,0,100,0,100,0,100,25,100,17,0,7666,100,0,100,0,100,0,100,25,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
2008,20181008,MC2,100,0,100,0,100,1352,100,11,100,0,100,0,100,0,100,26,100,10,0,7666,100,0,100,0,100,0,100,17,58,42,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
2008,20181007,MC2,100,0,100,0,100,1328,100,11,100,0,100,0,100,0,100,26,100,10,0,7666,100,0,100,0,100,0,100,17,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
2008,20181006,MC2,100,0,100,0,100,1304,100,11,100,0,100,0,100,0,100,26,100,10,0,7666,100,0,100,0,100,0,100,17,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
2008,20181005,MC2,100,0,100,0,100,1280,100,11,100,0,100,0,100,0,100,26,100,10,0,7666,100,0,100,0,100,0,100,17,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
2008,20181004,MC2,100,0,100,0,100,1256,100,11,100,0,100,0,100,0,100,25,100,10,0,7666,100,0,100,0,100,0,100,17,57,43,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
2008,20181003,MC2,100,0,100,0,100,1232,100,11,100,0,100,0,100,0,100,24,100,10,0,7666,100,0,100,0,100,0,100,17,57,43,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
2008,20181002,MC2,100,0,100,0,100,1208,100,11,100,0,100,0,100,0,100,24,100,10,0,7666,100,0,100,0,100,0,100,17,57,43,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
974,20191207,MC2,100,0,100,1,100,11557,100,15,100,1,100,0,100,0,95,179,100,12,0,7665,100,0,100,0,100,0,100,20,56,44,100,0,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
4507,20181011,MC2,100,0,100,3,100,1459,100,22,100,3,100,0,100,0,100,26,100,19,0,7663,100,0,100,0,100,0,100,33,64,36,100,0,100,3,100,0,100,0,100,0,100,0,-1,-1,0,1
4507,20181010,MC2,100,129,100,3,100,1435,100,20,100,3,100,0,100,0,100,25,100,19,0,7663,100,0,100,0,100,129,100,33,64,36,100,0,100,3,100,0,100,0,100,0,100,0,-1,-1,0,1
4507,20181009,MC2,100,0,100,0,100,1411,100,20,100,0,100,0,100,0,100,25,100,19,0,7666,100,0,100,0,100,0,100,33,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
4507,20181008,MC2,100,0,100,0,100,1387,100,20,100,0,100,0,100,0,100,24,100,19,0,7666,100,0,100,0,100,0,100,33,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
4507,20181007,MC2,100,0,100,0,100,1363,100,20,100,0,100,0,100,0,100,24,100,19,0,7666,100,0,100,0,100,0,100,33,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
4507,20181006,MC2,100,0,100,0,100,1339,100,20,100,0,100,0,100,0,100,24,100,19,0,7666,100,0,100,0,100,0,100,33,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
4507,20181005,MC2,100,0,100,0,100,1315,100,20,100,0,100,0,100,0,100,24,100,19,0,7666,100,0,100,0,100,0,100,33,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
13468,20190907,MC2,100,0,100,0,100,9408,100,31,100,0,100,0,100,0,96,150,100,26,0,7666,100,0,100,0,100,0,100,27,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
13468,20190906,MC2,100,0,100,0,100,9384,100,31,100,0,100,0,100,0,96,150,100,26,0,7666,100,0,100,0,100,0,100,27,54,46,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
13468,20190905,MC2,100,0,100,0,100,9360,100,31,100,0,100,0,100,0,96,149,100,26,0,7666,100,0,100,0,100,0,100,27,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
13468,20190904,MC2,100,0,100,0,100,9336,100,31,100,0,100,0,100,0,96,149,100,26,0,7666,100,0,100,0,100,0,100,27,54,46,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
13468,20190903,MC2,100,0,100,0,100,9312,100,31,100,0,100,0,100,0,96,149,100,26,0,7666,100,0,100,0,100,0,100,27,54,46,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
5452,20191207,MC2,100,0,100,0,100,9961,100,51,100,0,100,0,100,0,94,220,100,47,0,7666,100,1,100,0,100,0,100,53,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
5452,20191206,MC2,100,0,100,0,100,9940,100,51,100,0,100,0,100,0,94,220,100,47,0,7666,100,0,100,0,100,0,100,52,58,42,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
5452,20191205,MC2,100,0,100,0,100,9916,100,51,100,0,100,0,100,0,94,219,100,47,0,7666,100,0,100,0,100,0,100,52,58,42,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
5452,20191204,MC2,100,0,100,0,100,9892,100,51,100,0,100,0,100,0,94,218,100,47,0,7666,100,0,100,0,100,0,100,52,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
5452,20191203,MC2,100,0,100,0,100,9868,100,51,100,0,100,0,100,0,94,218,100,47,0,7666,100,0,100,0,100,0,100,52,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
5452,20191202,MC2,100,0,100,0,100,9844,100,51,100,0,100,0,100,0,94,217,100,47,0,7666,100,0,100,0,100,0,100,52,58,42,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
5452,20191201,MC2,100,0,100,0,100,9820,100,51,100,0,100,0,100,0,94,217,100,47,0,7666,100,0,100,0,100,0,100,52,58,42,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
3572,20181104,MC2,100,6,100,2,100,2202,100,10,100,2,100,0,100,0,99,36,100,9,0,7664,100,0,100,0,100,6,100,15,62,38,100,0,100,2,100,0,100,0,100,0,100,0,-1,-1,0,1
