disk_id,ds,model,n_1,r_1,n_5,r_5,n_9,r_9,n_12,r_12,n_170,r_170,n_171,r_171,n_172,r_172,n_173,r_173,n_174,r_174,n_180,r_180,n_183,r_183,n_184,r_184,n_187,r_187,n_188,r_188,n_194,r_194,n_195,r_195,n_196,r_196,n_197,r_197,n_198,r_198,n_199,r_199,n_206,r_206,is_null,is_broken
159635,20190823,MC1,100,0,100,1,100,21972,100,32,100,1,100,0,100,0,97,244,100,14,0,12754,100,0,100,0,100,0,100,400,73,27,100,0,100,1,100,0,100,0,100,0,100,0,0,1
159635,20190822,MC1,100,0,100,1,100,21948,100,32,100,1,100,0,100,0,97,243,100,14,0,12754,100,0,100,0,100,0,100,400,72,28,100,0,100,1,100,0,100,0,100,0,100,0,0,1
159635,20190821,MC1,100,0,100,1,100,21924,100,32,100,1,100,0,100,0,97,240,100,14,0,12754,100,0,100,0,100,0,100,400,74,26,100,0,100,1,100,0,100,0,100,0,100,0,0,1
159635,20190820,MC1,100,0,100,1,100,21900,100,32,100,1,100,0,100,0,97,239,100,14,0,12754,100,0,100,0,100,0,100,400,72,28,100,0,100,1,100,0,100,0,100,0,100,0,0,1
159635,20190819,MC1,100,0,100,1,100,21876,100,32,100,1,100,0,100,0,97,237,100,14,0,12754,100,0,100,0,100,0,100,400,74,26,100,0,100,1,100,0,100,0,100,0,100,0,0,1
197427,20180606,MC1,100,14,100,10,100,11337,100,27,100,10,100,1,100,0,98,124,100,20,0,12713,100,0,100,0,100,0,100,94,76,24,100,0,100,10,100,0,100,0,100,0,100,1,0,1
197427,20180605,MC1,100,14,100,10,100,11313,100,27,100,10,100,1,100,0,98,124,100,20,0,12713,100,0,100,0,100,0,100,94,76,24,100,0,100,10,100,0,100,0,100,0,100,1,0,1
197427,20180604,MC1,100,14,100,10,100,11289,100,27,100,10,100,1,100,0,98,123,100,20,0,12713,100,0,100,0,100,0,100,94,76,24,100,0,100,10,100,0,100,0,100,0,100,1,0,1
197427,20180603,MC1,100,14,100,10,100,11265,100,27,100,10,100,1,100,0,98,123,100,20,0,12713,100,0,100,0,100,0,100,94,76,24,100,0,100,10,100,0,100,0,100,0,100,1,0,1
197427,20180602,MC1,100,14,100,10,100,11241,100,27,100,10,100,1,100,0,98,123,100,20,0,12713,100,0,100,0,100,0,100,94,76,24,100,0,100,10,100,0,100,0,100,0,100,1,0,1
197427,20180601,MC1,100,14,100,10,100,11217,100,27,100,10,100,1,100,0,98,123,100,20,0,12713,100,0,100,0,100,0,100,94,76,24,100,0,100,10,100,0,100,0,100,0,100,1,0,1
57298,20191028,MC1,100,0,100,1,100,22269,100,21,100,1,100,1,100,0,96,284,100,11,0,12882,100,0,100,0,100,0,100,114,74,26,100,0,100,1,100,0,100,0,100,0,100,1,0,1
57298,20191027,MC1,100,0,100,1,100,22245,100,21,100,1,100,1,100,0,96,283,100,11,0,12882,100,0,100,0,100,0,100,114,74,26,100,0,100,1,100,0,100,0,100,0,100,1,0,1
57298,20191026,MC1,100,0,100,1,100,22221,100,21,100,1,100,1,100,0,96,282,100,11,0,12882,100,0,100,0,100,0,100,114,75,25,100,0,100,1,100,0,100,0,100,0,100,1,0,1
57298,20191025,MC1,100,0,100,1,100,22197,100,21,100,1,100,1,100,0,96,282,100,11,0,12882,100,0,100,0,100,0,100,114,75,25,100,0,100,1,100,0,100,0,100,0,100,1,0,1
57298,20191024,MC1,100,0,100,1,100,22173,100,21,100,1,100,1,100,0,96,281,100,11,0,12882,100,0,100,0,100,0,100,114,75,25,100,0,100,1,100,0,100,0,100,0,100,1,0,1
186768,20190731,MC1,100,0,100,0,100,21314,100,29,100,0,100,0,100,0,96,272,100,16,0,12952,100,0,100,0,100,0,100,94,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
186768,20190730,MC1,100,0,100,0,100,21290,100,29,100,0,100,0,100,0,96,272,100,16,0,12952,100,0,100,0,100,0,100,94,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
186768,20190729,MC1,100,0,100,0,100,21266,100,29,100,0,100,0,100,0,96,271,100,16,0,12952,100,0,100,0,100,0,100,94,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
186768,20190728,MC1,100,0,100,0,100,21242,100,29,100,0,100,0,100,0,96,270,100,16,0,12952,100,0,100,0,100,0,100,94,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
186768,20190727,MC1,100,0,100,0,100,21218,100,29,100,0,100,0,100,0,96,269,100,16,0,12952,100,0,100,0,100,0,100,94,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
10882,20181020,MC1,100,1,100,1,100,14590,100,20,100,1,100,0,100,0,97,152,100,13,0,13170,100,0,100,0,100,0,100,94,75,25,100,0,100,1,100,0,100,0,100,0,100,0,0,1
10882,20181019,MC1,100,1,100,1,100,14566,100,20,100,1,100,0,100,0,97,152,100,13,0,13170,100,0,100,0,100,0,100,94,74,26,100,0,100,1,100,0,100,0,100,0,100,0,0,1
10882,20181018,MC1,100,1,100,1,100,14542,100,20,100,1,100,0,100,0,97,151,100,13,0,13170,100,0,100,0,100,0,100,94,75,25,100,0,100,1,100,0,100,0,100,0,100,0,0,1
10882,20181017,MC1,100,1,100,1,100,14518,100,20,100,1,100,0,100,0,97,151,100,13,0,13170,100,0,100,0,100,0,100,94,75,25,100,0,100,1,100,0,100,0,100,0,100,0,0,1
10882,20181016,MC1,100,1,100,1,100,14494,100,20,100,1,100,0,100,0,97,151,100,13,0,13170,100,0,100,0,100,0,100,94,75,25,100,0,100,1,100,0,100,0,100,0,100,0,0,1
10882,20181015,MC1,100,1,100,1,100,14470,100,20,100,1,100,0,100,0,97,150,100,13,0,13170,100,0,100,0,100,0,100,94,75,25,100,0,100,1,100,0,100,0,100,0,100,0,0,1
54818,20191103,MC1,100,0,100,0,100,24282,100,57,100,0,100,0,100,0,92,511,100,21,0,12819,100,0,100,0,100,0,100,187,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
54818,20191102,MC1,100,0,100,0,100,24258,100,57,100,0,100,0,100,0,92,510,100,21,0,12819,100,0,100,0,100,0,100,187,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
54818,20191101,MC1,100,0,100,0,100,24234,100,57,100,0,100,0,100,0,92,509,100,21,0,12819,100,0,100,0,100,0,100,187,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
54818,20191031,MC1,100,0,100,0,100,24210,100,57,100,0,100,0,100,0,92,508,100,21,0,12819,100,0,100,0,100,0,100,187,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
54818,20191030,MC1,100,0,100,0,100,24186,100,57,100,0,100,0,100,0,92,507,100,21,0,12819,100,0,100,0,100,0,100,187,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
54818,20191029,MC1,100,0,100,0,100,24162,100,57,100,0,100,0,100,0,92,506,100,21,0,12819,100,0,100,0,100,0,100,187,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
197424,20190809,MC1,100,0,100,0,100,21341,100,32,100,0,100,0,100,0,97,190,100,21,0,12851,100,0,100,0,100,0,100,106,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
197424,20190808,MC1,100,0,100,0,100,21317,100,32,100,0,100,0,100,0,97,188,100,21,0,12851,100,0,100,0,100,0,100,106,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
197424,20190807,MC1,100,0,100,0,100,21293,100,32,100,0,100,0,100,0,97,186,100,21,0,12851,100,0,100,0,100,0,100,105,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
197424,20190806,MC1,100,0,100,0,100,21269,100,32,100,0,100,0,100,0,98,184,100,21,0,12851,100,0,100,0,100,0,100,105,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
197424,20190805,MC1,100,0,100,0,100,21245,100,32,100,0,100,0,100,0,98,183,100,21,0,12851,100,0,100,0,100,0,100,105,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
197424,20190804,MC1,100,0,100,0,100,21221,100,32,100,0,100,0,100,0,98,181,100,21,0,12851,100,0,100,0,100,0,100,105,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85659,20180829,MC1,100,0,100,0,100,14025,100,37,100,0,100,0,100,0,96,210,100,11,0,12755,100,0,100,0,100,0,100,168,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85659,20180828,MC1,100,0,100,0,100,14001,100,37,100,0,100,0,100,0,96,209,100,11,0,12755,100,0,100,0,100,0,100,168,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85659,20180827,MC1,100,0,100,0,100,13977,100,37,100,0,100,0,100,0,96,209,100,11,0,12755,100,0,100,0,100,0,100,168,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85659,20180826,MC1,100,0,100,0,100,13953,100,37,100,0,100,0,100,0,96,208,100,11,0,12755,100,0,100,0,100,0,100,168,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85659,20180825,MC1,100,0,100,0,100,13929,100,37,100,0,100,0,100,0,96,207,100,11,0,12755,100,0,100,0,100,0,100,168,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85659,20180824,MC1,100,0,100,0,100,13905,100,37,100,0,100,0,100,0,96,206,100,11,0,12755,100,0,100,0,100,0,100,168,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85658,20190425,MC1,100,0,100,0,100,19742,100,41,100,0,100,0,100,0,94,402,100,12,0,12981,100,0,100,0,100,0,100,179,75,25,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85658,20190424,MC1,100,0,100,0,100,19718,100,41,100,0,100,0,100,0,94,402,100,12,0,12981,100,0,100,0,100,0,100,179,75,25,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85658,20190423,MC1,100,0,100,0,100,19694,100,41,100,0,100,0,100,0,94,402,100,12,0,12981,100,0,100,0,100,0,100,179,75,25,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85658,20190422,MC1,100,0,100,0,100,19670,100,41,100,0,100,0,100,0,94,402,100,12,0,12981,100,0,100,0,100,0,100,179,75,25,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85658,20190421,MC1,100,0,100,0,100,19646,100,41,100,0,100,0,100,0,94,402,100,12,0,12981,100,0,100,0,100,0,100,179,75,25,100,0,100,0,100,0,100,0,100,0,100,0,0,1
85658,20190420,MC1,100,0,100,0,100,19622,100,41,100,0,100,0,100,0,94,401,100,12,0,12981,100,0,100,0,100,0,100,179,75,25,100,0,100,0,100,0,100,0,100,0,100,0,0,1
29438,20190608,MC1,100,0,100,16,100,20840,100,95,100,16,100,0,100,4,95,354,100,12,0,12768,100,0,100,0,100,0,100,524,74,26,100,0,100,16,100,0,100,0,100,0,100,0,0,1
29438,20190607,MC1,100,0,100,8,100,20816,100,95,100,8,100,0,100,2,95,353,100,12,0,12776,100,0,100,0,100,0,100,524,73,27,100,0,100,8,100,0,100,0,100,0,100,0,0,1
29438,20190606,MC1,100,0,100,4,100,20792,100,95,100,4,100,0,100,1,95,352,100,12,0,12780,100,0,100,0,100,0,100,524,74,26,100,0,100,4,100,0,100,0,100,0,100,0,0,1
29438,20190605,MC1,100,0,100,4,100,20768,100,95,100,4,100,0,100,1,95,352,100,12,0,12780,100,0,100,0,100,0,100,524,74,26,100,0,100,4,100,0,100,0,100,0,100,0,0,1
29438,20190604,MC1,100,0,100,0,100,20744,100,95,100,0,100,0,100,0,95,352,100,12,0,12784,100,0,100,0,100,0,100,524,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
75644,20190921,MC1,100,0,100,0,100,23389,100,100,100,0,100,0,100,0,94,406,100,16,0,12916,100,0,100,0,100,0,100,568,72,28,100,0,100,0,100,0,100,0,100,0,100,0,0,1
75644,20190920,MC1,100,0,100,0,100,23365,100,100,100,0,100,0,100,0,94,403,100,16,0,12916,100,0,100,0,100,0,100,568,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
75644,20190919,MC1,100,0,100,0,100,23341,100,100,100,0,100,0,100,0,94,401,100,16,0,12916,100,0,100,0,100,0,100,568,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
75644,20190918,MC1,100,0,100,0,100,23317,100,100,100,0,100,0,100,0,94,400,100,16,0,12916,100,0,100,0,100,0,100,568,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
75644,20190917,MC1,100,0,100,0,100,23293,100,100,100,0,100,0,100,0,94,400,100,16,0,12916,100,0,100,0,100,0,100,568,75,25,100,0,100,0,100,0,100,0,100,0,100,0,0,1
75644,20190916,MC1,100,0,100,0,100,23269,100,100,100,0,100,0,100,0,94,399,100,16,0,12916,100,0,100,0,100,0,100,568,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
144097,20190702,MC1,100,0,100,5,100,21414,100,58,100,5,100,0,100,0,94,393,100,17,0,12910,100,0,100,0,100,0,100,255,73,27,100,0,100,5,100,0,100,0,100,0,100,0,0,1
144097,20190701,MC1,100,0,100,5,100,21390,100,58,100,5,100,0,100,0,94,393,100,17,0,12910,100,0,100,0,100,0,100,255,73,27,100,0,100,5,100,0,100,0,100,0,100,0,0,1
144097,20190630,MC1,100,0,100,5,100,21366,100,58,100,5,100,0,100,0,94,392,100,17,0,12910,100,0,100,0,100,0,100,255,73,27,100,0,100,5,100,0,100,0,100,0,100,0,0,1
144097,20190629,MC1,100,0,100,5,100,21342,100,58,100,5,100,0,100,0,94,391,100,17,0,12910,100,0,100,0,100,0,100,255,72,28,100,0,100,5,100,0,100,0,100,0,100,0,0,1
144097,20190628,MC1,100,0,100,5,100,21318,100,58,100,5,100,0,100,0,94,390,100,17,0,12910,100,0,100,0,100,0,100,255,73,27,100,0,100,5,100,0,100,0,100,0,100,0,0,1
144097,20190627,MC1,100,0,100,5,100,21294,100,58,100,5,100,0,100,0,94,389,100,17,0,12910,100,0,100,0,100,0,100,255,73,27,100,0,100,5,100,0,100,0,100,0,100,0,0,1
38063,20191001,MC1,100,0,100,0,100,23579,100,55,100,0,100,0,100,0,93,441,100,14,0,13011,100,0,100,0,100,0,100,240,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
38063,20190930,MC1,100,0,100,0,100,23555,100,55,100,0,100,0,100,0,93,438,100,14,0,13011,100,0,100,0,100,0,100,240,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
38063,20190929,MC1,100,0,100,0,100,23531,100,55,100,0,100,0,100,0,93,435,100,14,0,13011,100,0,100,0,100,0,100,240,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
38063,20190928,MC1,100,0,100,0,100,23507,100,55,100,0,100,0,100,0,94,433,100,14,0,13011,100,0,100,0,100,0,100,240,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
38063,20190927,MC1,100,0,100,0,100,23483,100,55,100,0,100,0,100,0,94,429,100,14,0,13011,100,0,100,0,100,0,100,240,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
158631,20190704,MC1,100,0,100,0,100,20659,100,26,100,0,100,0,100,0,96,252,100,13,0,12883,100,0,100,0,100,0,100,96,76,24,100,0,100,0,100,0,100,0,100,0,100,0,0,1
158631,20190703,MC1,100,0,100,0,100,20635,100,26,100,0,100,0,100,0,96,251,100,13,0,12883,100,0,100,0,100,0,100,96,76,24,100,0,100,0,100,0,100,0,100,0,100,0,0,1
158631,20190702,MC1,100,0,100,0,100,20611,100,26,100,0,100,0,100,0,96,249,100,13,0,12883,100,0,100,0,100,0,100,96,76,24,100,0,100,0,100,0,100,0,100,0,100,0,0,1
158631,20190701,MC1,100,0,100,0,100,20587,100,26,100,0,100,0,100,0,96,248,100,13,0,12883,100,0,100,0,100,0,100,96,76,24,100,0,100,0,100,0,100,0,100,0,100,0,0,1
158631,20190630,MC1,100,0,100,0,100,20563,100,26,100,0,100,0,100,0,97,247,100,13,0,12883,100,0,100,0,100,0,100,96,76,24,100,0,100,0,100,0,100,0,100,0,100,0,0,1
161036,20190918,MC1,100,0,100,2,100,22581,100,34,100,2,100,0,100,0,95,329,100,18,0,12913,100,0,100,0,100,0,100,108,75,25,100,0,100,2,100,0,100,0,100,0,100,0,0,1
161036,20190917,MC1,100,0,100,2,100,22557,100,34,100,2,100,0,100,0,95,328,100,18,0,12913,100,0,100,0,100,0,100,108,76,24,100,0,100,2,100,0,100,0,100,0,100,0,0,1
161036,20190916,MC1,100,0,100,2,100,22533,100,34,100,2,100,0,100,0,95,328,100,18,0,12913,100,0,100,0,100,0,100,108,75,25,100,0,100,2,100,0,100,0,100,0,100,0,0,1
161036,20190915,MC1,100,0,100,2,100,22509,100,34,100,2,100,0,100,0,95,327,100,18,0,12913,100,0,100,0,100,0,100,108,75,25,100,0,100,2,100,0,100,0,100,0,100,0,0,1
161036,20190914,MC1,100,0,100,2,100,22485,100,34,100,2,100,0,100,0,95,326,100,18,0,12913,100,0,100,0,100,0,100,108,74,26,100,0,100,2,100,0,100,0,100,0,100,0,0,1
161036,20190913,MC1,100,0,100,2,100,22461,100,34,100,2,100,0,100,0,95,325,100,18,0,12913,100,0,100,0,100,0,100,108,76,24,100,0,100,2,100,0,100,0,100,0,100,0,0,1
10880,20190629,MC1,100,0,100,0,100,20586,100,26,100,0,100,0,100,0,97,190,100,14,0,12947,100,0,100,0,100,0,100,129,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
10880,20190628,MC1,100,0,100,0,100,20562,100,26,100,0,100,0,100,0,97,188,100,14,0,12947,100,0,100,0,100,0,100,129,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
10880,20190627,MC1,100,0,100,0,100,20538,100,26,100,0,100,0,100,0,98,185,100,14,0,12947,100,0,100,0,100,0,100,129,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
10880,20190626,MC1,100,0,100,0,100,20514,100,26,100,0,100,0,100,0,98,183,100,14,0,12947,100,0,100,0,100,0,100,129,73,27,100,0,100,0,100,0,100,0,100,0,100,0,0,1
10880,20190625,MC1,100,0,100,0,100,20490,100,26,100,0,100,0,100,0,98,180,100,14,0,12947,100,0,100,0,100,0,100,129,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
10880,20190624,MC1,100,0,100,0,100,20466,100,26,100,0,100,0,100,0,98,178,100,14,0,12947,100,0,100,0,100,0,100,129,74,26,100,0,100,0,100,0,100,0,100,0,100,0,0,1
110814,20190906,MC1,100,0,100,0,100,20022,100,21,100,0,100,0,100,0,97,194,100,11,0,12798,100,0,100,0,100,0,100,125,78,22,100,0,100,0,100,0,100,0,100,0,100,0,0,1
110814,20190905,MC1,100,0,100,0,100,19998,100,21,100,0,100,0,100,0,97,194,100,11,0,12798,100,0,100,0,100,0,100,125,76,24,100,0,100,0,100,0,100,0,100,0,100,0,0,1
