disk_id,ds,model,n_1,r_1,n_5,r_5,n_9,r_9,n_12,r_12,n_170,r_170,n_171,r_171,n_172,r_172,n_173,r_173,n_174,r_174,n_180,r_180,n_183,r_183,n_184,r_184,n_187,r_187,n_188,r_188,n_194,r_194,n_195,r_195,n_196,r_196,n_197,r_197,n_198,r_198,n_199,r_199,n_206,r_206,n_211,r_211,is_null,is_broken
10082,20190317,MC2,100,0,100,0,100,12983,100,18,100,0,100,0,100,0,98,79,100,8,0,7666,100,0,100,0,100,0,100,11,64,36,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10082,20190316,MC2,100,0,100,0,100,12959,100,18,100,0,100,0,100,0,98,79,100,8,0,7666,100,0,100,0,100,0,100,11,64,36,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10129,20190322,MC2,100,0,100,0,100,8139,100,13,100,0,100,0,100,0,100,1,100,10,0,7666,100,0,100,0,100,0,100,21,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10129,20190321,MC2,100,0,100,0,100,8115,100,13,100,0,100,0,100,0,100,1,100,10,0,7666,100,0,100,0,100,0,100,21,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10129,20190320,MC2,100,0,100,0,100,8091,100,13,100,0,100,0,100,0,100,1,100,10,0,7666,100,0,100,0,100,0,100,21,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10129,20190319,MC2,100,0,100,0,100,8067,100,13,100,0,100,0,100,0,100,1,100,10,0,7666,100,0,100,0,100,0,100,21,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10129,20190318,MC2,100,0,100,0,100,8043,100,13,100,0,100,0,100,0,100,1,100,10,0,7666,100,0,100,0,100,0,100,21,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10129,20190317,MC2,100,0,100,0,100,8019,100,13,100,0,100,0,100,0,100,1,100,10,0,7666,100,0,100,0,100,0,100,21,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10129,20190316,MC2,100,0,100,0,100,7995,100,13,100,0,100,0,100,0,100,1,100,10,0,7666,100,0,100,0,100,0,100,21,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10131,20190322,MC2,100,0,100,0,100,7848,100,20,100,0,100,0,100,0,100,10,100,15,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10131,20190321,MC2,100,0,100,0,100,7824,100,20,100,0,100,0,100,0,100,10,100,15,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10131,20190320,MC2,100,0,100,0,100,7800,100,20,100,0,100,0,100,0,100,10,100,15,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10131,20190319,MC2,100,0,100,0,100,7776,100,20,100,0,100,0,100,0,100,10,100,15,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10131,20190318,MC2,100,0,100,0,100,7752,100,20,100,0,100,0,100,0,100,10,100,15,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10131,20190317,MC2,100,0,100,0,100,7728,100,20,100,0,100,0,100,0,100,10,100,15,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10131,20190316,MC2,100,0,100,0,100,7704,100,20,100,0,100,0,100,0,100,10,100,15,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10137,20190322,MC2,100,0,100,0,100,4954,100,26,100,0,100,0,100,0,100,10,100,19,0,7666,100,0,100,0,100,0,100,5,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10137,20190320,MC2,100,0,100,0,100,4906,100,26,100,0,100,0,100,0,100,10,100,19,0,7666,100,0,100,0,100,0,100,5,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10137,20190319,MC2,100,0,100,0,100,4882,100,26,100,0,100,0,100,0,100,10,100,19,0,7666,100,0,100,0,100,0,100,5,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10137,20190318,MC2,100,0,100,0,100,4858,100,26,100,0,100,0,100,0,100,10,100,19,0,7666,100,0,100,0,100,0,100,5,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10137,20190317,MC2,100,0,100,0,100,4834,100,26,100,0,100,0,100,0,100,10,100,19,0,7666,100,0,100,0,100,0,100,5,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10137,20190316,MC2,100,0,100,0,100,4810,100,26,100,0,100,0,100,0,100,10,100,19,0,7666,100,0,100,0,100,0,100,5,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10139,20190322,MC2,100,0,100,0,100,4996,100,24,100,0,100,0,100,0,99,35,100,16,0,7666,100,0,100,0,100,0,100,10,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10139,20190321,MC2,100,0,100,0,100,4972,100,24,100,0,100,0,100,0,99,35,100,16,0,7666,100,0,100,0,100,0,100,10,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10139,20190320,MC2,100,0,100,0,100,4948,100,24,100,0,100,0,100,0,99,35,100,16,0,7666,100,0,100,0,100,0,100,10,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10139,20190319,MC2,100,0,100,0,100,4924,100,24,100,0,100,0,100,0,99,35,100,16,0,7666,100,0,100,0,100,0,100,10,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10139,20190318,MC2,100,0,100,0,100,4900,100,24,100,0,100,0,100,0,99,35,100,16,0,7666,100,0,100,0,100,0,100,10,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10142,20190322,MC2,100,0,100,0,100,13167,100,29,100,0,100,0,100,0,99,62,100,19,0,7666,100,0,100,0,100,0,100,13,66,34,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10142,20190321,MC2,100,0,100,0,100,13143,100,29,100,0,100,0,100,0,99,62,100,19,0,7666,100,0,100,0,100,0,100,13,66,34,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10142,20190319,MC2,100,0,100,0,100,13095,100,29,100,0,100,0,100,0,99,61,100,19,0,7666,100,0,100,0,100,0,100,13,66,34,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10142,20190318,MC2,100,0,100,0,100,13071,100,29,100,0,100,0,100,0,99,61,100,19,0,7666,100,0,100,0,100,0,100,13,66,34,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10142,20190317,MC2,100,0,100,0,100,13047,100,29,100,0,100,0,100,0,99,61,100,19,0,7666,100,0,100,0,100,0,100,13,66,34,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10142,20190316,MC2,100,0,100,0,100,13023,100,29,100,0,100,0,100,0,99,61,100,19,0,7666,100,0,100,0,100,0,100,13,66,34,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10151,20190322,MC2,100,0,100,0,100,6858,100,24,100,0,100,0,100,0,100,8,100,21,0,7666,100,0,100,0,100,0,100,22,81,19,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10151,20190321,MC2,100,0,100,0,100,6834,100,24,100,0,100,0,100,0,100,8,100,21,0,7666,100,0,100,0,100,0,100,22,81,19,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10151,20190320,MC2,100,0,100,0,100,6810,100,24,100,0,100,0,100,0,100,8,100,21,0,7666,100,0,100,0,100,0,100,22,81,19,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10151,20190319,MC2,100,0,100,0,100,6786,100,24,100,0,100,0,100,0,100,8,100,21,0,7666,100,0,100,0,100,0,100,22,81,19,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10151,20190318,MC2,100,0,100,0,100,6762,100,24,100,0,100,0,100,0,100,8,100,21,0,7666,100,0,100,0,100,0,100,22,81,19,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10151,20190317,MC2,100,0,100,0,100,6738,100,24,100,0,100,0,100,0,100,8,100,21,0,7666,100,0,100,0,100,0,100,22,81,19,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10151,20190316,MC2,100,0,100,0,100,6714,100,24,100,0,100,0,100,0,100,8,100,21,0,7666,100,0,100,0,100,0,100,22,81,19,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1019,20190322,MC2,100,0,100,0,100,5017,100,17,100,0,100,0,100,0,100,3,100,10,0,7666,100,0,100,0,100,0,100,6,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1019,20190321,MC2,100,0,100,0,100,4993,100,17,100,0,100,0,100,0,100,3,100,10,0,7666,100,0,100,0,100,0,100,6,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1019,20190320,MC2,100,0,100,0,100,4969,100,17,100,0,100,0,100,0,100,3,100,10,0,7666,100,0,100,0,100,0,100,6,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1019,20190319,MC2,100,0,100,0,100,4945,100,17,100,0,100,0,100,0,100,3,100,10,0,7666,100,0,100,0,100,0,100,6,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1019,20190318,MC2,100,0,100,0,100,4921,100,17,100,0,100,0,100,0,100,3,100,10,0,7666,100,0,100,0,100,0,100,6,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1019,20190317,MC2,100,0,100,0,100,4897,100,17,100,0,100,0,100,0,100,3,100,10,0,7666,100,0,100,0,100,0,100,6,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1019,20190316,MC2,100,0,100,0,100,4873,100,17,100,0,100,0,100,0,100,3,100,10,0,7666,100,0,100,0,100,0,100,6,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10211,20190322,MC2,100,0,100,0,100,3970,100,11,100,0,100,0,100,0,100,1,100,8,0,7666,100,0,100,0,100,0,100,10,79,21,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10211,20190321,MC2,100,0,100,0,100,3946,100,11,100,0,100,0,100,0,100,1,100,8,0,7666,100,0,100,0,100,0,100,10,79,21,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10211,20190320,MC2,100,0,100,0,100,3922,100,11,100,0,100,0,100,0,100,1,100,8,0,7666,100,0,100,0,100,0,100,10,79,21,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10211,20190319,MC2,100,0,100,0,100,3898,100,11,100,0,100,0,100,0,100,1,100,8,0,7666,100,0,100,0,100,0,100,10,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10211,20190318,MC2,100,0,100,0,100,3874,100,11,100,0,100,0,100,0,100,1,100,8,0,7666,100,0,100,0,100,0,100,10,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10211,20190317,MC2,100,0,100,0,100,3850,100,11,100,0,100,0,100,0,100,1,100,8,0,7666,100,0,100,0,100,0,100,10,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10211,20190316,MC2,100,0,100,0,100,3826,100,11,100,0,100,0,100,0,100,1,100,8,0,7666,100,0,100,0,100,0,100,10,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10223,20190322,MC2,100,0,100,0,100,2753,100,10,100,0,100,0,100,0,100,6,100,4,0,7666,100,0,100,0,100,0,100,10,60,40,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10223,20190321,MC2,100,0,100,0,100,2729,100,10,100,0,100,0,100,0,100,6,100,4,0,7666,100,0,100,0,100,0,100,10,60,40,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10223,20190319,MC2,100,0,100,0,100,2681,100,10,100,0,100,0,100,0,100,6,100,4,0,7666,100,0,100,0,100,0,100,10,61,39,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10223,20190318,MC2,100,0,100,0,100,2657,100,10,100,0,100,0,100,0,100,6,100,4,0,7666,100,0,100,0,100,0,100,10,62,38,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10223,20190317,MC2,100,0,100,0,100,2633,100,10,100,0,100,0,100,0,100,6,100,4,0,7666,100,0,100,0,100,0,100,10,61,39,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10223,20190316,MC2,100,0,100,0,100,2609,100,10,100,0,100,0,100,0,100,6,100,4,0,7666,100,0,100,0,100,0,100,10,62,38,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10495,20180905,MC2,100,0,100,0,100,1747,100,17,100,0,100,0,100,0,100,19,100,16,0,7666,100,0,100,0,100,0,100,21,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10495,20180904,MC2,100,0,100,0,100,1723,100,17,100,0,100,0,100,0,100,19,100,16,0,7666,100,0,100,0,100,0,100,21,57,43,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10495,20180903,MC2,100,0,100,0,100,1699,100,17,100,0,100,0,100,0,100,19,100,16,0,7666,100,0,100,0,100,0,100,21,58,42,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10495,20180902,MC2,100,0,100,0,100,1675,100,17,100,0,100,0,100,0,100,19,100,16,0,7666,100,0,100,0,100,0,100,21,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10495,20180901,MC2,100,0,100,0,100,1651,100,17,100,0,100,0,100,0,100,19,100,16,0,7666,100,0,100,0,100,0,100,21,56,44,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10495,20180831,MC2,100,0,100,0,100,1627,100,17,100,0,100,0,100,0,100,19,100,16,0,7666,100,0,100,0,100,0,100,21,57,43,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10495,20180830,MC2,100,0,100,0,100,1603,100,17,100,0,100,0,100,0,100,19,100,16,0,7666,100,0,100,0,100,0,100,21,59,41,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10476,20190322,MC2,100,0,100,0,100,3605,100,22,100,0,100,0,100,0,100,2,100,17,0,7666,100,0,100,0,100,0,100,3,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10476,20190321,MC2,100,0,100,0,100,3581,100,22,100,0,100,0,100,0,100,2,100,17,0,7666,100,0,100,0,100,0,100,3,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10476,20190320,MC2,100,0,100,0,100,3557,100,22,100,0,100,0,100,0,100,2,100,17,0,7666,100,0,100,0,100,0,100,3,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10476,20190319,MC2,100,0,100,0,100,3533,100,22,100,0,100,0,100,0,100,2,100,17,0,7666,100,0,100,0,100,0,100,3,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10476,20190318,MC2,100,0,100,0,100,3509,100,22,100,0,100,0,100,0,100,2,100,17,0,7666,100,0,100,0,100,0,100,3,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10476,20190317,MC2,100,0,100,0,100,3485,100,22,100,0,100,0,100,0,100,2,100,17,0,7666,100,0,100,0,100,0,100,3,74,26,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10476,20190316,MC2,100,0,100,0,100,3461,100,22,100,0,100,0,100,0,100,2,100,17,0,7666,100,0,100,0,100,0,100,3,74,26,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1046,20190314,MC2,100,0,100,0,100,4939,100,19,100,0,100,0,100,0,100,6,100,18,0,7666,100,0,100,0,100,0,100,20,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1046,20190313,MC2,100,0,100,0,100,4915,100,19,100,0,100,0,100,0,100,6,100,18,0,7666,100,0,100,0,100,0,100,20,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1046,20190312,MC2,100,0,100,0,100,4891,100,19,100,0,100,0,100,0,100,6,100,18,0,7666,100,0,100,0,100,0,100,20,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1046,20190311,MC2,100,0,100,0,100,4867,100,19,100,0,100,0,100,0,100,6,100,18,0,7666,100,0,100,0,100,0,100,20,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1046,20190310,MC2,100,0,100,0,100,4843,100,19,100,0,100,0,100,0,100,6,100,18,0,7666,100,0,100,0,100,0,100,20,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1046,20190309,MC2,100,0,100,0,100,4819,100,19,100,0,100,0,100,0,100,6,100,18,0,7666,100,0,100,0,100,0,100,20,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
1046,20190308,MC2,100,0,100,0,100,4795,100,19,100,0,100,0,100,0,100,6,100,18,0,7666,100,0,100,0,100,0,100,20,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10561,20190322,MC2,100,0,100,0,100,2475,100,11,100,0,100,0,100,0,100,4,100,5,0,7666,100,0,100,0,100,0,100,11,64,36,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10561,20190321,MC2,100,0,100,0,100,2451,100,11,100,0,100,0,100,0,100,4,100,5,0,7666,100,0,100,0,100,0,100,11,62,38,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10561,20190320,MC2,100,0,100,0,100,2427,100,11,100,0,100,0,100,0,100,4,100,5,0,7666,100,0,100,0,100,0,100,11,62,38,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10561,20190319,MC2,100,0,100,0,100,2403,100,11,100,0,100,0,100,0,100,4,100,5,0,7666,100,0,100,0,100,0,100,11,61,39,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10561,20190318,MC2,100,0,100,0,100,2379,100,11,100,0,100,0,100,0,100,4,100,5,0,7666,100,0,100,0,100,0,100,11,64,36,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10561,20190317,MC2,100,0,100,0,100,2355,100,11,100,0,100,0,100,0,100,4,100,5,0,7666,100,0,100,0,100,0,100,11,61,39,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10561,20190316,MC2,100,0,100,0,100,2331,100,11,100,0,100,0,100,0,100,4,100,5,0,7666,100,0,100,0,100,0,100,11,63,37,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10550,20190109,MC2,100,0,100,0,100,3427,100,37,100,0,100,0,100,0,99,53,100,28,0,7666,100,0,100,0,100,0,100,35,75,25,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10550,20190108,MC2,100,0,100,0,100,3403,100,37,100,0,100,0,100,0,99,53,100,28,0,7666,100,0,100,0,100,0,100,35,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10550,20190107,MC2,100,0,100,0,100,3379,100,37,100,0,100,0,100,0,99,53,100,28,0,7666,100,0,100,0,100,0,100,35,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10550,20190106,MC2,100,0,100,0,100,3355,100,37,100,0,100,0,100,0,99,53,100,28,0,7666,100,0,100,0,100,0,100,35,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10550,20190105,MC2,100,0,100,0,100,3331,100,37,100,0,100,0,100,0,99,53,100,28,0,7666,100,0,100,0,100,0,100,35,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10550,20190104,MC2,100,0,100,0,100,3307,100,37,100,0,100,0,100,0,99,53,100,28,0,7666,100,0,100,0,100,0,100,35,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10550,20190103,MC2,100,0,100,0,100,3283,100,37,100,0,100,0,100,0,99,53,100,28,0,7666,100,0,100,0,100,0,100,35,77,23,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10651,20191122,MC2,100,0,100,0,100,13711,100,29,100,0,100,0,100,0,96,159,100,26,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10651,20191121,MC2,100,0,100,0,100,13687,100,29,100,0,100,0,100,0,96,159,100,26,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10651,20191120,MC2,100,0,100,0,100,13663,100,29,100,0,100,0,100,0,96,159,100,26,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10651,20191119,MC2,100,0,100,0,100,13639,100,29,100,0,100,0,100,0,96,159,100,26,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10651,20191118,MC2,100,0,100,0,100,13615,100,29,100,0,100,0,100,0,96,158,100,26,0,7666,100,0,100,0,100,0,100,27,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10651,20191117,MC2,100,0,100,0,100,13591,100,29,100,0,100,0,100,0,96,158,100,26,0,7666,100,0,100,0,100,0,100,26,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
10651,20191116,MC2,100,0,100,0,100,13567,100,29,100,0,100,0,100,0,96,158,100,26,0,7666,100,0,100,0,100,0,100,26,76,24,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,0
