disk_id,ds,model,n_5,r_5,n_9,r_9,n_12,r_12,n_177,r_177,n_180,r_180,n_181,r_181,n_182,r_182,n_183,r_183,n_184,r_184,n_187,r_187,n_190,r_190,n_195,r_195,n_197,r_197,n_199,r_199,n_241,r_241,n_242,r_242,n_244,r_244,n_245,r_245,is_null,is_broken
10163,20190316,MB2,100,0,95,22658,99,21,97,986,100,15284,100,0,100,0,100,0,100,0,100,0,75,25,200,0,100,0,100,0,99,1320000000000.0,99,713000000000.0,100,0,100,65535,0,0
10179,20190322,MB2,100,0,95,21989,99,24,98,408,100,15285,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,791000000000.0,99,29702054352.0,100,0,100,65535,0,0
10179,20190321,MB2,100,0,95,21965,99,24,98,408,100,15285,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,790000000000.0,99,29702051448.0,100,0,100,65535,0,0
10179,20190320,MB2,100,0,95,21941,99,24,98,408,100,15285,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,789000000000.0,99,29702044968.0,100,0,100,65535,0,0
10179,20190319,MB2,100,0,95,21917,99,24,98,408,100,15285,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,788000000000.0,99,29702042248.0,100,0,100,65535,0,0
10179,20190318,MB2,100,0,95,21893,99,24,98,407,100,15285,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,788000000000.0,99,29702039440.0,100,0,100,65535,0,0
10179,20190317,MB2,100,0,95,21869,99,24,98,407,100,15285,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,787000000000.0,99,29702036568.0,100,0,100,65535,0,0
10179,20190316,MB2,100,0,95,21845,99,24,98,407,100,15285,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,786000000000.0,99,29702033872.0,100,0,100,65535,0,0
10235,20180627,MB2,100,0,96,16485,99,32,99,241,100,15339,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,700000000000.0,99,14107546503.0,100,0,100,65535,0,0
10235,20180626,MB2,100,0,96,16461,99,32,99,240,100,15339,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,699000000000.0,99,14053058247.0,100,0,100,65535,0,0
10235,20180625,MB2,100,0,96,16437,99,32,99,240,100,15339,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,699000000000.0,99,13994833159.0,100,0,100,65535,0,0
10235,20180624,MB2,100,0,96,16413,99,32,99,240,100,15339,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,699000000000.0,99,13901813423.0,100,0,100,65535,0,0
10235,20180623,MB2,100,0,96,16389,99,32,99,240,100,15339,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,699000000000.0,99,13776261903.0,100,0,100,65535,0,0
10235,20180622,MB2,100,0,96,16365,99,32,99,240,100,15339,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,698000000000.0,99,13658237567.0,100,0,100,65535,0,0
10235,20180621,MB2,100,0,96,16341,99,32,99,240,100,15339,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,698000000000.0,99,13541739391.0,100,0,100,65535,0,0
10257,20180814,MB2,100,0,96,18285,99,16,99,36,100,15327,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,94100881264.0,99,241000000000.0,100,0,100,65535,0,0
10257,20180813,MB2,100,0,96,18261,99,16,99,36,100,15327,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,94100850232.0,99,241000000000.0,100,0,100,65535,0,0
10257,20180812,MB2,100,0,96,18237,99,16,99,36,100,15327,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,94100819168.0,99,241000000000.0,100,0,100,65535,0,0
10257,20180811,MB2,100,0,96,18213,99,16,99,36,100,15327,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,94100788560.0,99,241000000000.0,100,0,100,65535,0,0
10257,20180810,MB2,100,0,96,18189,99,16,99,36,100,15327,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,94100758672.0,99,241000000000.0,100,0,100,65535,0,0
10257,20180809,MB2,100,0,96,18165,99,16,99,36,100,15327,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,94100728304.0,99,241000000000.0,100,0,100,65535,0,0
10257,20180808,MB2,100,0,96,18141,99,16,99,36,100,15327,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,94100697600.0,99,241000000000.0,100,0,100,65535,0,0
10378,20180503,MB2,100,0,97,14739,99,37,99,65,100,15362,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,180000000000.0,99,74091976604.0,100,0,100,65535,0,0
10378,20180502,MB2,100,0,97,14715,99,37,99,65,100,15362,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,180000000000.0,99,74091976604.0,100,0,100,65535,0,0
10378,20180501,MB2,100,0,97,14691,99,37,99,65,100,15362,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,180000000000.0,99,74091964860.0,100,0,100,65535,0,0
10378,20180430,MB2,100,0,97,14667,99,37,99,65,100,15362,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,180000000000.0,99,74091964860.0,100,0,100,65535,0,0
10378,20180429,MB2,100,0,97,14643,99,37,99,65,100,15362,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,180000000000.0,99,74091964860.0,100,0,100,65535,0,0
10378,20180428,MB2,100,0,97,14619,99,37,99,65,100,15362,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,180000000000.0,99,74091964860.0,100,0,100,65535,0,0
10378,20180427,MB2,100,0,97,14595,99,37,99,65,100,15362,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,180000000000.0,99,74091964860.0,100,0,100,65535,0,0
10362,20190322,MB2,100,0,95,22463,99,23,98,741,100,15334,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,1000000000000.0,99,538000000000.0,100,0,100,65535,0,0
10362,20190321,MB2,100,0,95,22439,99,23,98,740,100,15334,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,999000000000.0,99,537000000000.0,100,0,100,65535,0,0
10362,20190320,MB2,100,0,95,22415,99,23,98,739,100,15334,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,998000000000.0,99,536000000000.0,100,0,100,65535,0,0
10362,20190319,MB2,100,0,95,22391,99,23,98,738,100,15334,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,997000000000.0,99,535000000000.0,100,0,100,65535,0,0
10362,20190318,MB2,100,0,95,22367,99,23,98,737,100,15334,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,996000000000.0,99,535000000000.0,100,0,100,65535,0,0
10362,20190317,MB2,100,0,95,22343,99,23,98,736,100,15334,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,995000000000.0,99,534000000000.0,100,0,100,65535,0,0
10362,20190316,MB2,100,0,95,22319,99,23,98,735,100,15334,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,994000000000.0,99,533000000000.0,100,0,100,65535,0,0
10403,20190327,MB2,100,0,95,22348,99,17,99,284,100,15343,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,729000000000.0,99,924000000000.0,100,0,100,65535,0,0
10403,20190326,MB2,100,0,95,22324,99,17,99,284,100,15343,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,729000000000.0,99,924000000000.0,100,0,100,65535,0,0
10403,20190325,MB2,100,0,95,22300,99,17,99,284,100,15343,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,729000000000.0,99,924000000000.0,100,0,100,65535,0,0
10403,20190324,MB2,100,0,95,22276,99,17,99,284,100,15343,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,729000000000.0,99,924000000000.0,100,0,100,65535,0,0
10403,20190323,MB2,100,0,95,22252,99,17,99,284,100,15343,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,729000000000.0,99,924000000000.0,100,0,100,65535,0,0
10403,20190322,MB2,100,0,95,22228,99,17,99,284,100,15343,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,729000000000.0,99,924000000000.0,100,0,100,65535,0,0
10403,20190321,MB2,100,0,95,22204,99,17,99,284,100,15343,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,729000000000.0,99,924000000000.0,100,0,100,65535,0,0
10425,20190322,MB2,100,0,95,24898,99,18,97,861,100,15336,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,1840000000000.0,99,223000000000.0,100,0,100,65535,0,0
10425,20190321,MB2,100,0,95,24874,99,18,97,860,100,15336,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,1830000000000.0,99,223000000000.0,100,0,100,65535,0,0
10425,20190320,MB2,100,0,95,24850,99,18,97,859,100,15336,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,1830000000000.0,99,222000000000.0,100,0,100,65535,0,0
10425,20190319,MB2,100,0,95,24826,99,18,97,858,100,15336,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,1820000000000.0,99,222000000000.0,100,0,100,65535,0,0
10425,20190318,MB2,100,0,95,24802,99,18,97,857,100,15336,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,1820000000000.0,99,221000000000.0,100,0,100,65535,0,0
10425,20190317,MB2,100,0,95,24778,99,18,97,855,100,15336,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,1820000000000.0,99,221000000000.0,100,0,100,65535,0,0
10425,20190316,MB2,100,0,95,24754,99,18,97,854,100,15336,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,1810000000000.0,99,220000000000.0,100,0,100,65535,0,0
1048,20190322,MB2,100,0,95,22935,99,32,98,751,100,15289,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,994000000000.0,99,25000694320.0,100,0,100,65535,0,0
1048,20190321,MB2,100,0,95,22911,99,32,98,749,100,15289,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,992000000000.0,99,24967315512.0,100,0,100,65535,0,0
1048,20190320,MB2,100,0,95,22887,99,32,98,747,100,15289,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,990000000000.0,99,24950130384.0,100,0,100,65535,0,0
1048,20190319,MB2,100,0,95,22863,99,32,98,746,100,15289,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,988000000000.0,99,24941539096.0,100,0,100,65535,0,0
1048,20190318,MB2,100,0,95,22839,99,32,98,744,100,15289,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,985000000000.0,99,24932241312.0,100,0,100,65535,0,0
1048,20190317,MB2,100,0,95,22815,99,32,98,742,100,15289,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,983000000000.0,99,24915599872.0,100,0,100,65535,0,0
1048,20190316,MB2,100,0,95,22791,99,32,98,741,100,15289,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,981000000000.0,99,24911895360.0,100,0,100,65535,0,0
10499,20190322,MB2,100,0,95,22196,99,10,99,262,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,676000000000.0,99,841000000000.0,100,0,100,65535,0,0
10499,20190321,MB2,100,0,95,22172,99,10,99,262,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,676000000000.0,99,841000000000.0,100,0,100,65535,0,0
10499,20190320,MB2,100,0,95,22148,99,10,99,262,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,676000000000.0,99,841000000000.0,100,0,100,65535,0,0
10499,20190319,MB2,100,0,95,22124,99,10,99,262,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,676000000000.0,99,841000000000.0,100,0,100,65535,0,0
10499,20190318,MB2,100,0,95,22100,99,10,99,262,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,676000000000.0,99,841000000000.0,100,0,100,65535,0,0
10499,20190317,MB2,100,0,95,22076,99,10,99,262,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,676000000000.0,99,841000000000.0,100,0,100,65535,0,0
10499,20190316,MB2,100,0,95,22052,99,10,99,262,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,676000000000.0,99,841000000000.0,100,0,100,65535,0,0
10516,20190322,MB2,100,0,95,23908,99,30,99,32,100,15273,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,57206656160.0,99,410000000000.0,100,0,100,65535,0,0
10516,20190321,MB2,100,0,95,23884,99,30,99,32,100,15273,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,57202033272.0,99,410000000000.0,100,0,100,65535,0,0
1065,20191116,MB2,100,0,94,29118,99,70,99,70,100,15309,100,0,100,0,100,0,100,0,100,0,75,25,200,0,100,0,100,0,99,195000000000.0,99,13424844977.0,100,0,100,65535,0,0
1065,20191115,MB2,100,0,94,29094,99,70,99,70,100,15309,100,0,100,0,100,0,100,0,100,0,75,25,200,0,100,0,100,0,99,195000000000.0,99,13379975505.0,100,0,100,65535,0,0
1065,20191114,MB2,100,0,94,29070,99,70,99,70,100,15309,100,0,100,0,100,0,100,0,100,0,75,25,200,0,100,0,100,0,99,194000000000.0,99,13276402081.0,100,0,100,65535,0,0
1065,20191113,MB2,100,0,94,29046,99,70,99,70,100,15309,100,0,100,0,100,0,100,0,100,0,75,25,200,0,100,0,100,0,99,194000000000.0,99,13182421969.0,100,0,100,65535,0,0
10746,20191215,MB2,100,0,94,28283,99,27,97,1081,100,15308,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,1230000000000.0,99,61735835317.0,100,0,100,65535,0,0
10746,20191213,MB2,100,0,94,28235,99,27,97,1078,100,15308,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,1230000000000.0,99,61466066333.0,100,0,100,65535,0,0
10635,20180720,MB2,100,0,96,16956,99,31,99,102,100,15335,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,286000000000.0,99,120000000000.0,100,0,100,65535,0,0
10635,20180719,MB2,100,0,96,16932,99,31,99,102,100,15335,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,286000000000.0,99,120000000000.0,100,0,100,65535,0,0
10635,20180718,MB2,100,0,96,16908,99,31,99,102,100,15335,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,286000000000.0,99,120000000000.0,100,0,100,65535,0,0
10635,20180717,MB2,100,0,96,16884,99,31,99,102,100,15335,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,286000000000.0,99,120000000000.0,100,0,100,65535,0,0
10635,20180716,MB2,100,0,96,16860,99,31,99,102,100,15335,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,286000000000.0,99,120000000000.0,100,0,100,65535,0,0
10635,20180714,MB2,100,0,96,16812,99,31,99,102,100,15335,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,286000000000.0,99,120000000000.0,100,0,100,65535,0,0
10636,20190123,MB2,100,0,95,21446,99,33,99,87,100,15238,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,275000000000.0,99,139000000000.0,100,0,100,65535,0,0
10636,20190122,MB2,100,0,95,21422,99,33,99,87,100,15238,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,273000000000.0,99,139000000000.0,100,0,100,65535,0,0
10636,20190121,MB2,100,0,95,21398,99,33,99,86,100,15238,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,272000000000.0,99,138000000000.0,100,0,100,65535,0,0
10636,20190120,MB2,100,0,95,21374,99,33,99,86,100,15238,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,271000000000.0,99,137000000000.0,100,0,100,65535,0,0
10636,20190119,MB2,100,0,95,21350,99,33,99,86,100,15238,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,269000000000.0,99,136000000000.0,100,0,100,65535,0,0
10636,20190118,MB2,100,0,95,21326,99,33,99,85,100,15238,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,268000000000.0,99,135000000000.0,100,0,100,65535,0,0
10636,20190117,MB2,100,0,95,21302,99,33,99,85,100,15238,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,267000000000.0,99,135000000000.0,100,0,100,65535,0,0
1064,20190130,MB2,100,0,96,18707,99,20,98,394,100,15337,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,836000000000.0,99,596000000000.0,100,0,100,65535,0,0
1064,20190129,MB2,100,0,96,18683,99,20,99,393,100,15337,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,835000000000.0,99,595000000000.0,100,0,100,65535,0,0
1064,20190128,MB2,100,0,96,18659,99,20,99,392,100,15337,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,833000000000.0,99,594000000000.0,100,0,100,65535,0,0
1064,20190127,MB2,100,0,96,18635,99,20,99,391,100,15337,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,832000000000.0,99,593000000000.0,100,0,100,65535,0,0
1064,20190126,MB2,100,0,96,18611,99,20,99,391,100,15337,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,830000000000.0,99,592000000000.0,100,0,100,65535,0,0
1064,20190125,MB2,100,0,96,18587,99,20,99,390,100,15337,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,829000000000.0,99,591000000000.0,100,0,100,65535,0,0
1064,20190124,MB2,100,0,96,18563,99,20,99,389,100,15337,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,827000000000.0,99,591000000000.0,100,0,100,65535,0,0
10723,20180713,MB2,100,0,96,15373,99,39,99,61,100,15214,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,225000000000.0,99,1800000000000.0,100,0,100,65535,0,0
10723,20180712,MB2,100,0,96,15349,99,39,99,61,100,15214,100,0,100,0,100,0,100,0,100,0,65,35,200,0,100,0,100,0,99,224000000000.0,99,1800000000000.0,100,0,100,65535,0,0
10723,20180711,MB2,100,0,96,15325,99,39,99,61,100,15214,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,223000000000.0,99,1790000000000.0,100,0,100,65535,0,0
10723,20180710,MB2,100,0,96,15301,99,39,99,60,100,15214,100,0,100,0,100,0,100,0,100,0,65,35,200,0,100,0,100,0,99,223000000000.0,99,1780000000000.0,100,0,100,65535,0,0
10723,20180709,MB2,100,0,96,15277,99,39,99,60,100,15214,100,0,100,0,100,0,100,0,100,0,65,35,200,0,100,0,100,0,99,222000000000.0,99,1780000000000.0,100,0,100,65535,0,0
10723,20180708,MB2,100,0,96,15253,99,39,99,60,100,15214,100,0,100,0,100,0,100,0,100,0,65,35,200,0,100,0,100,0,99,221000000000.0,99,1770000000000.0,100,0,100,65535,0,0
10723,20180707,MB2,100,0,96,15229,99,39,99,60,100,15214,100,0,100,0,100,0,100,0,100,0,65,35,200,0,100,0,100,0,99,220000000000.0,99,1770000000000.0,100,0,100,65535,0,0
10615,20190206,MB2,100,0,95,21471,99,37,99,221,100,15322,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,385000000000.0,99,25921016990.0,100,0,100,65535,0,0
10615,20190205,MB2,100,0,95,21447,99,37,99,221,100,15322,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,385000000000.0,99,25917033846.0,100,0,100,65535,0,0
10615,20190204,MB2,100,0,95,21423,99,37,99,220,100,15322,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,384000000000.0,99,25913889246.0,100,0,100,65535,0,0
10615,20190203,MB2,100,0,95,21399,99,37,99,220,100,15322,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,383000000000.0,99,25910215558.0,100,0,100,65535,0,0
10615,20190202,MB2,100,0,95,21375,99,37,99,219,100,15322,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,382000000000.0,99,25906464374.0,100,0,100,65535,0,0
10615,20190201,MB2,100,0,95,21351,99,37,99,219,100,15322,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,382000000000.0,99,25900745046.0,100,0,100,65535,0,0
10615,20190131,MB2,100,0,95,21327,99,37,99,218,100,15322,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,381000000000.0,99,25895388814.0,100,0,100,65535,0,0
10629,20180810,MB2,100,0,96,15847,99,20,99,356,100,15321,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,99,1,99,855000000000.0,99,2090000000000.0,100,0,100,65535,0,0
10629,20180809,MB2,100,0,96,15823,99,20,99,355,100,15321,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,99,1,99,852000000000.0,99,2080000000000.0,100,0,100,65535,0,0
10629,20180808,MB2,100,0,96,15799,99,20,99,354,100,15321,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,99,1,99,849000000000.0,99,2070000000000.0,100,0,100,65535,0,0
10629,20180807,MB2,100,0,96,15775,99,20,99,353,100,15321,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,99,1,99,846000000000.0,99,2070000000000.0,100,0,100,65535,0,0
10629,20180806,MB2,100,0,96,15751,99,20,99,352,100,15321,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,99,1,99,843000000000.0,99,2060000000000.0,100,0,100,65535,0,0
10629,20180805,MB2,100,0,96,15727,99,20,99,351,100,15321,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,99,1,99,841000000000.0,99,2060000000000.0,100,0,100,65535,0,0
10629,20180804,MB2,100,0,96,15703,99,20,99,350,100,15321,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,99,1,99,838000000000.0,99,2050000000000.0,100,0,100,65535,0,0
10737,20180130,MB2,100,0,97,12909,99,14,99,108,100,15315,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,349000000000.0,99,184000000000.0,100,0,100,65535,0,0
10737,20180129,MB2,100,0,97,12885,99,14,99,108,100,15315,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,348000000000.0,99,184000000000.0,100,0,100,65535,0,0
10737,20180128,MB2,100,0,97,12861,99,14,99,108,100,15315,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,347000000000.0,99,183000000000.0,100,0,100,65535,0,0
10737,20180127,MB2,100,0,97,12837,99,14,99,107,100,15315,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,346000000000.0,99,182000000000.0,100,0,100,65535,0,0
10737,20180126,MB2,100,0,97,12813,99,14,99,107,100,15315,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,345000000000.0,99,181000000000.0,100,0,100,65535,0,0
10737,20180125,MB2,100,0,97,12789,99,14,99,107,100,15315,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,344000000000.0,99,181000000000.0,100,0,100,65535,0,0
10737,20180124,MB2,100,0,97,12765,99,14,99,106,100,15315,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,343000000000.0,99,180000000000.0,100,0,100,65535,0,0
1083,20180528,MB2,100,0,96,18265,99,23,99,298,100,15292,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,564000000000.0,99,447000000000.0,100,0,100,65535,0,0
1083,20180527,MB2,100,0,96,18241,99,23,99,297,100,15292,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,100,0,99,563000000000.0,99,446000000000.0,100,0,100,65535,0,0
1083,20180526,MB2,100,0,96,18217,99,23,99,297,100,15292,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,562000000000.0,99,445000000000.0,100,0,100,65535,0,0
