disk_id,ds,model,n_1,r_1,n_5,r_5,n_9,r_9,n_12,r_12,n_170,r_170,n_171,r_171,n_172,r_172,n_173,r_173,n_174,r_174,n_180,r_180,n_183,r_183,n_184,r_184,n_187,r_187,n_188,r_188,n_194,r_194,n_195,r_195,n_196,r_196,n_197,r_197,n_198,r_198,n_199,r_199,n_206,r_206,n_211,r_211,is_null,is_broken
14514,20181027,MC2,100,0,100,2,100,1814,100,19,100,2,100,1,100,0,99,34,100,14,0,7664,100,1,100,0,100,0,100,24,56,44,100,0,100,2,100,0,100,0,100,0,100,1,-1,-1,0,1
14514,20181026,MC2,100,0,100,2,100,1790,100,19,100,2,100,1,100,0,99,33,100,14,0,7664,100,0,100,0,100,0,100,23,56,44,100,0,100,2,100,0,100,0,100,0,100,1,-1,-1,0,1
14514,20181025,MC2,100,0,100,2,100,1766,100,19,100,2,100,1,100,0,99,33,100,14,0,7664,100,0,100,0,100,0,100,23,56,44,100,0,100,2,100,0,100,0,100,0,100,1,-1,-1,0,1
14514,20181024,MC2,100,0,100,2,100,1742,100,19,100,2,100,1,100,0,100,32,100,14,0,7664,100,0,100,0,100,0,100,23,56,44,100,0,100,2,100,0,100,0,100,0,100,1,-1,-1,0,1
14514,20181023,MC2,100,0,100,2,100,1718,100,19,100,2,100,1,100,0,100,32,100,14,0,7664,100,0,100,0,100,0,100,23,56,44,100,0,100,2,100,0,100,0,100,0,100,1,-1,-1,0,1
14514,20181022,MC2,100,0,100,2,100,1694,100,19,100,2,100,1,100,0,100,32,100,14,0,7664,100,0,100,0,100,0,100,23,57,43,100,0,100,2,100,0,100,0,100,0,100,1,-1,-1,0,1
14514,20181021,MC2,100,0,100,2,100,1670,100,19,100,2,100,1,100,0,100,31,100,14,0,7664,100,0,100,0,100,0,100,23,56,44,100,0,100,2,100,0,100,0,100,0,100,1,-1,-1,0,1
15179,20190430,MC2,100,0,100,0,100,6226,100,22,100,0,100,0,100,0,100,19,100,20,0,7664,100,0,100,0,100,0,100,14,78,22,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
15179,20190429,MC2,100,0,100,0,100,6202,100,22,100,0,100,0,100,0,100,19,100,20,0,7664,100,0,100,0,100,0,100,14,79,21,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
15179,20190428,MC2,100,0,100,0,100,6178,100,22,100,0,100,0,100,0,100,19,100,20,0,7664,100,0,100,0,100,0,100,14,79,21,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
15179,20190427,MC2,100,0,100,0,100,6154,100,22,100,0,100,0,100,0,100,19,100,20,0,7664,100,0,100,0,100,0,100,14,79,21,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
15179,20190426,MC2,100,0,100,0,100,6130,100,22,100,0,100,0,100,0,100,19,100,20,0,7664,100,0,100,0,100,0,100,14,79,21,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
22480,20191217,MC2,100,0,100,0,100,11796,100,15,100,0,100,0,100,0,95,180,100,10,0,7666,100,0,100,0,100,0,100,20,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
22480,20191216,MC2,100,0,100,0,100,11772,100,15,100,0,100,0,100,0,95,180,100,10,0,7666,100,0,100,0,100,0,100,20,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
22480,20191215,MC2,100,0,100,0,100,11748,100,15,100,0,100,0,100,0,95,179,100,10,0,7666,100,0,100,0,100,0,100,20,55,45,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
22480,20191214,MC2,100,0,100,0,100,11724,100,15,100,0,100,0,100,0,95,179,100,10,0,7666,100,0,100,0,100,0,100,20,54,46,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
22480,20191213,MC2,100,0,100,0,100,11700,100,15,100,0,100,0,100,0,95,179,100,10,0,7666,100,0,100,0,100,0,100,20,54,46,100,0,100,0,100,0,100,0,100,0,100,0,-1,-1,0,1
19928,20190921,MC2,100,0,100,1,100,9722,100,16,100,1,100,0,100,0,96,153,100,11,0,7665,100,0,100,0,100,0,100,17,56,44,100,0,100,1,100,0,100,0,100,0,100,0,-1,-1,0,1
