disk_id,ds,model,n_5,r_5,n_9,r_9,n_12,r_12,n_177,r_177,n_180,r_180,n_181,r_181,n_182,r_182,n_183,r_183,n_184,r_184,n_187,r_187,n_190,r_190,n_194,r_194,n_195,r_195,n_197,r_197,n_199,r_199,n_241,r_241,n_242,r_242,n_244,r_244,n_245,r_245,is_null,is_broken
10070,20180424,MB1,100,0,98,6913,99,14,99,4,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,9004427630.0,99,21489049740.0,100,0,100,65535,0,0
10070,20180423,MB1,100,0,98,6889,99,14,99,4,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,9004427630.0,99,21489049740.0,100,0,100,65535,0,0
10070,20180422,MB1,100,0,98,6865,99,14,99,4,100,6530,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,9004427630.0,99,21489049740.0,100,0,100,65535,0,0
10098,20190322,MB1,100,0,99,347,99,7,100,0,100,6514,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,384.0,99,59074.0,100,0,100,65535,0,0
10098,20190321,MB1,100,0,99,323,99,7,100,0,100,6514,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,384.0,99,59074.0,100,0,100,65535,0,0
10098,20190320,MB1,100,0,99,299,99,7,100,0,100,6514,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,384.0,99,59074.0,100,0,100,65535,0,0
10098,20190319,MB1,100,0,99,275,99,7,100,0,100,6514,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,384.0,99,59074.0,100,0,100,65535,0,0
10098,20190318,MB1,100,0,99,251,99,7,100,0,100,6514,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,384.0,99,59074.0,100,0,100,65535,0,0
10098,20190317,MB1,100,0,99,227,99,7,100,0,100,6514,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,384.0,99,59074.0,100,0,100,65535,0,0
10098,20190316,MB1,100,0,99,203,99,7,100,0,100,6514,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,384.0,99,59074.0,100,0,100,65535,0,0
10121,20190322,MB1,100,0,99,870,99,18,99,22,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,92639566975.0,99,23898666931.0,100,0,100,65535,0,0
10121,20190321,MB1,100,0,99,846,99,18,99,21,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,89346371558.0,99,23113134511.0,100,0,100,65535,0,0
10121,20190320,MB1,100,0,99,822,99,18,99,21,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,85775122349.0,99,22252295450.0,100,0,100,65535,0,0
10121,20190319,MB1,100,0,99,798,99,18,99,20,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,82388587744.0,99,21471715780.0,100,0,100,65535,0,0
10121,20190318,MB1,100,0,99,774,99,18,99,19,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,79200832342.0,99,20716946297.0,100,0,100,65535,0,0
10121,20190317,MB1,100,0,99,750,99,18,99,18,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,76343602031.0,99,20024883950.0,100,0,100,65535,0,0
10121,20190316,MB1,100,0,99,726,99,18,99,18,100,6530,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,73618447810.0,99,19409021225.0,100,0,100,65535,0,0
10147,20190322,MB1,100,0,99,2288,99,17,99,3,100,6592,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,6003427672.0,99,6014874745.0,100,0,100,65535,0,0
10147,20190321,MB1,100,0,99,2264,99,17,99,3,100,6592,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,6003402328.0,99,6014874745.0,100,0,100,65535,0,0
10147,20190320,MB1,100,0,99,2240,99,17,99,3,100,6592,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,6003376984.0,99,6014874745.0,100,0,100,65535,0,0
10147,20190319,MB1,100,0,99,2216,99,17,99,3,100,6592,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,6003351640.0,99,6014874745.0,100,0,100,65535,0,0
10147,20190318,MB1,100,0,99,2192,99,17,99,3,100,6592,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,6003326208.0,99,6014874745.0,100,0,100,65535,0,0
10147,20190317,MB1,100,0,99,2168,99,17,99,3,100,6592,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,6003300864.0,99,6014874745.0,100,0,100,65535,0,0
10147,20190316,MB1,100,0,99,2144,99,17,99,3,100,6592,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,6003275520.0,99,6014874745.0,100,0,100,65535,0,0
10155,20190322,MB1,100,0,99,2288,99,17,99,3,100,6566,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,5999765344.0,99,6012550345.0,100,0,100,65535,0,0
10155,20190321,MB1,100,0,99,2264,99,17,99,3,100,6566,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,5999740000.0,99,6012550345.0,100,0,100,65535,0,0
10155,20190320,MB1,100,0,99,2240,99,17,99,3,100,6566,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,5999714656.0,99,6012550345.0,100,0,100,65535,0,0
10155,20190319,MB1,100,0,99,2216,99,17,99,3,100,6566,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,5999689312.0,99,6012550345.0,100,0,100,65535,0,0
10155,20190318,MB1,100,0,99,2192,99,17,99,3,100,6566,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,5999663880.0,99,6012550345.0,100,0,100,65535,0,0
10155,20190317,MB1,100,0,99,2168,99,17,99,3,100,6566,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,5999638536.0,99,6012550345.0,100,0,100,65535,0,0
10155,20190316,MB1,100,0,99,2144,99,17,99,3,100,6566,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,5999613192.0,99,6012550345.0,100,0,100,65535,0,0
10164,20190322,MB1,100,0,97,12213,99,13,98,88,100,6481,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,299000000000.0,99,226000000000.0,100,0,100,65535,0,0
10164,20190321,MB1,100,0,97,12189,99,13,98,88,100,6481,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,298000000000.0,99,225000000000.0,100,0,100,65535,0,0
10164,20190320,MB1,100,0,97,12165,99,13,98,87,100,6481,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,297000000000.0,99,224000000000.0,100,0,100,65535,0,0
10164,20190319,MB1,100,0,97,12141,99,13,98,87,100,6481,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,296000000000.0,99,223000000000.0,100,0,100,65535,0,0
10164,20190318,MB1,100,0,97,12117,99,13,98,87,100,6481,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,295000000000.0,99,222000000000.0,100,0,100,65535,0,0
10164,20190317,MB1,100,0,97,12093,99,13,98,86,100,6481,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,293000000000.0,99,221000000000.0,100,0,100,65535,0,0
10164,20190316,MB1,100,0,97,12069,99,13,98,86,100,6481,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,292000000000.0,99,220000000000.0,100,0,100,65535,0,0
10201,20190322,MB1,100,0,98,6034,99,30,99,6,100,6558,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19943276024.0,99,9545554816.0,100,0,100,65535,0,0
10201,20190321,MB1,100,0,98,6010,99,30,99,6,100,6558,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19943276024.0,99,9545554816.0,100,0,100,65535,0,0
10201,20190320,MB1,100,0,98,5986,99,30,99,6,100,6558,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19943276024.0,99,9545554816.0,100,0,100,65535,0,0
10201,20190319,MB1,100,0,98,5962,99,30,99,6,100,6558,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19943276024.0,99,9545554816.0,100,0,100,65535,0,0
10201,20190317,MB1,100,0,98,5914,99,30,99,6,100,6558,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19943276024.0,99,9545554816.0,100,0,100,65535,0,0
10201,20190316,MB1,100,0,98,5890,99,30,99,6,100,6558,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19943276024.0,99,9545554816.0,100,0,100,65535,0,0
10202,20190322,MB1,100,0,98,6034,99,30,99,6,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19127714368.0,99,9324384112.0,100,0,100,65535,0,0
10202,20190321,MB1,100,0,98,6010,99,30,99,6,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19127714368.0,99,9324384112.0,100,0,100,65535,0,0
10202,20190320,MB1,100,0,98,5986,99,30,99,6,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19127714368.0,99,9324384112.0,100,0,100,65535,0,0
10202,20190319,MB1,100,0,98,5962,99,30,99,6,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19127714368.0,99,9324384112.0,100,0,100,65535,0,0
10202,20190317,MB1,100,0,98,5914,99,30,99,6,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19127714368.0,99,9324384112.0,100,0,100,65535,0,0
10202,20190316,MB1,100,0,98,5890,99,30,99,6,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,19127714368.0,99,9324384112.0,100,0,100,65535,0,0
10230,20190322,MB1,100,0,98,6177,99,18,99,8,100,6565,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,26272781656.0,99,3035946308.0,100,0,100,65535,0,0
10230,20190321,MB1,100,0,98,6153,99,18,99,8,100,6565,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,26272781656.0,99,3035946308.0,100,0,100,65535,0,0
10230,20190320,MB1,100,0,98,6129,99,18,99,8,100,6565,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,26272781656.0,99,3035946308.0,100,0,100,65535,0,0
10230,20190319,MB1,100,0,98,6105,99,18,99,8,100,6565,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,26272781656.0,99,3035946308.0,100,0,100,65535,0,0
10230,20190318,MB1,100,0,98,6081,99,18,99,8,100,6565,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,26272781656.0,99,3035946308.0,100,0,100,65535,0,0
10230,20190317,MB1,100,0,98,6057,99,18,99,8,100,6565,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,26272781656.0,99,3035946308.0,100,0,100,65535,0,0
10230,20190316,MB1,100,0,98,6033,99,18,99,8,100,6565,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,26272781656.0,99,3035946308.0,100,0,100,65535,0,0
1039,20180910,MB1,100,0,99,497,99,3,100,0,100,6538,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,332771632.0,99,6934364.0,100,0,100,65535,0,0
1039,20180909,MB1,100,0,99,471,99,3,100,0,100,6538,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,330087472.0,99,5332140.0,100,0,100,65535,0,0
1039,20180908,MB1,100,0,99,447,99,3,100,0,100,6538,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,327849408.0,99,3104676.0,100,0,100,65535,0,0
1039,20180907,MB1,100,0,99,423,99,3,100,0,100,6538,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,178996776.0,99,975148.0,100,0,100,65535,0,0
1039,20180906,MB1,100,0,99,399,99,3,100,0,100,6538,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,64100160.0,99,6940.0,100,0,100,65535,0,0
1039,20180905,MB1,100,0,99,375,99,3,100,0,100,6538,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,63730184.0,99,6940.0,100,0,100,65535,0,0
1039,20180904,MB1,100,0,99,351,99,3,100,0,100,6538,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,63359808.0,99,6940.0,100,0,100,65535,0,0
10290,20180505,MB1,100,0,98,7247,99,34,99,1,100,6505,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4365437941.0,99,497449024.0,100,0,100,65535,0,0
10290,20180504,MB1,100,0,98,7223,99,34,99,1,100,6505,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4365437941.0,99,497449024.0,100,0,100,65535,0,0
10290,20180503,MB1,100,0,98,7199,99,34,99,1,100,6505,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4365437941.0,99,497449024.0,100,0,100,65535,0,0
10290,20180502,MB1,100,0,98,7175,99,34,99,1,100,6505,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4365437941.0,99,497449024.0,100,0,100,65535,0,0
10290,20180501,MB1,100,0,98,7151,99,34,99,1,100,6505,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4365437941.0,99,497449024.0,100,0,100,65535,0,0
10290,20180430,MB1,100,0,98,7127,99,34,99,1,100,6505,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4365437941.0,99,497449024.0,100,0,100,65535,0,0
10290,20180429,MB1,100,0,98,7103,99,34,99,1,100,6505,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4365437941.0,99,497449024.0,100,0,100,65535,0,0
10284,20180814,MB1,100,0,98,9349,99,16,99,14,100,6519,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,15541425410.0,99,19619769749.0,100,0,100,65535,0,0
10284,20180812,MB1,100,0,98,9301,99,16,99,14,100,6519,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,15401496538.0,99,19619269933.0,100,0,100,65535,0,0
10284,20180811,MB1,100,0,98,9277,99,16,99,14,100,6519,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,15330176450.0,99,19619269213.0,100,0,100,65535,0,0
10284,20180810,MB1,100,0,98,9253,99,16,99,14,100,6519,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,15279561738.0,99,19498385989.0,100,0,100,65535,0,0
10284,20180809,MB1,100,0,98,9229,99,16,99,14,100,6519,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,15232957722.0,99,19363278045.0,100,0,100,65535,0,0
10284,20180808,MB1,100,0,98,9205,99,16,99,14,100,6519,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,15184887394.0,99,19193273549.0,100,0,100,65535,0,0
10307,20180814,MB1,100,0,98,9715,99,22,99,12,100,6471,100,0,100,0,100,0,100,0,100,0,73,27,73,27,200,0,100,0,100,0,99,4985401206.0,99,1173232366.0,100,0,100,65535,0,0
10307,20180813,MB1,100,0,98,9691,99,22,99,12,100,6471,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4981391654.0,99,1168603862.0,100,0,100,65535,0,0
10307,20180812,MB1,100,0,98,9667,99,22,99,12,100,6471,100,0,100,0,100,0,100,0,100,0,73,27,73,27,200,0,100,0,100,0,99,4978258846.0,99,1165337206.0,100,0,100,65535,0,0
10307,20180811,MB1,100,0,98,9643,99,22,99,12,100,6471,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4973954118.0,99,1160798598.0,100,0,100,65535,0,0
10307,20180810,MB1,100,0,98,9619,99,22,99,11,100,6471,100,0,100,0,100,0,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,4971115342.0,99,1157046766.0,100,0,100,65535,0,0
10307,20180809,MB1,100,0,98,9595,99,22,99,11,100,6471,100,0,100,0,100,0,100,0,100,0,73,27,73,27,200,0,100,0,100,0,99,4968791374.0,99,1155046110.0,100,0,100,65535,0,0
10359,20180404,MB1,100,0,98,8567,99,28,99,55,100,6547,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,70144850363.0,99,67922827944.0,100,0,100,65535,0,0
10359,20180403,MB1,100,0,98,8543,99,28,99,55,100,6547,100,0,100,0,100,0,100,0,100,0,67,33,67,33,200,0,100,0,100,0,99,70142374595.0,99,67840962216.0,100,0,100,65535,0,0
10359,20180402,MB1,100,0,98,8519,99,28,99,55,100,6547,100,0,100,0,100,0,100,0,100,0,67,33,67,33,200,0,100,0,100,0,99,70135457731.0,99,67758936464.0,100,0,100,65535,0,0
10359,20180401,MB1,100,0,98,8495,99,28,99,55,100,6547,100,0,100,0,100,0,100,0,100,0,67,33,67,33,200,0,100,0,100,0,99,70130766099.0,99,67676994224.0,100,0,100,65535,0,0
10359,20180331,MB1,100,0,98,8471,99,28,99,54,100,6547,100,0,100,0,100,0,100,0,100,0,67,33,67,33,200,0,100,0,100,0,99,70128989291.0,99,67595128496.0,100,0,100,65535,0,0
10359,20180330,MB1,100,0,98,8447,99,28,99,54,100,6547,100,0,100,0,100,0,100,0,100,0,67,33,67,33,200,0,100,0,100,0,99,70126466467.0,99,67513262768.0,100,0,100,65535,0,0
10359,20180329,MB1,100,0,98,8423,99,28,99,54,100,6547,100,0,100,0,100,0,100,0,100,0,67,33,67,33,200,0,100,0,100,0,99,70124983315.0,99,67431397040.0,100,0,100,65535,0,0
10349,20180530,MB1,100,0,99,2667,99,22,99,2,100,6504,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,3871826092.0,99,3667344704.0,100,0,100,65535,0,0
10349,20180529,MB1,100,0,99,2643,99,22,99,2,100,6504,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,3869553284.0,99,3667344704.0,100,0,100,65535,0,0
10349,20180528,MB1,100,0,99,2619,99,22,99,2,100,6504,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,3866042076.0,99,3667344704.0,100,0,100,65535,0,0
10349,20180527,MB1,100,0,99,2595,99,22,99,2,100,6504,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,3863791244.0,99,3667344704.0,100,0,100,65535,0,0
10349,20180526,MB1,100,0,99,2571,99,22,99,2,100,6504,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,3861748324.0,99,3667344704.0,100,0,100,65535,0,0
10349,20180525,MB1,100,0,99,2547,99,22,99,2,100,6504,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,3859552172.0,99,3667344704.0,100,0,100,65535,0,0
10349,20180524,MB1,100,0,99,2523,99,22,99,2,100,6504,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,3857420124.0,99,3667344704.0,100,0,100,65535,0,0
10328,20180720,MB1,100,0,98,7809,99,21,99,40,100,6487,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,163000000000.0,99,262000000000.0,100,0,100,65535,0,0
10328,20180719,MB1,100,0,98,7785,99,21,99,39,100,6487,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,162000000000.0,99,260000000000.0,100,0,100,65535,0,0
