disk_id,ds,model,n_5,r_5,n_9,r_9,n_12,r_12,n_170,r_170,n_171,r_171,n_172,r_172,n_174,r_174,n_183,r_183,n_184,r_184,n_187,r_187,n_190,r_190,n_192,r_192,n_194,r_194,n_197,r_197,n_199,r_199,n_233,r_233,n_241,r_241,n_242,r_242,n_175,r_175,n_232,r_232,is_null,is_broken
18316,20180513,MA2,100,0,100,35518,100,73,100,0,100,0,100,0,100,71,100,0,100,0,100,0,87,13,100,71,100,24,100,0,100,0,91,0,100,4008730,100,876185,100,906553000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
32466,20181023,MA2,100,0,100,34202,100,99,100,0,100,0,100,0,100,96,100,0,100,0,100,0,87,13,100,96,100,24,100,0,100,0,91,0,100,3251023,100,320966,100,872282000000.0,100,0,0,1
32466,20181022,MA2,100,0,100,34178,100,99,100,0,100,0,100,0,100,96,100,0,100,0,100,0,87,13,100,96,100,24,100,0,100,0,91,0,100,3245832,100,320961,100,872188000000.0,100,0,0,1
32466,20181021,MA2,100,0,100,34154,100,99,100,0,100,0,100,0,100,96,100,0,100,0,100,0,87,13,100,96,100,24,100,0,100,0,91,0,100,3240675,100,320953,100,872094000000.0,100,0,0,1
32466,20181020,MA2,100,0,100,34130,100,99,100,0,100,0,100,0,100,96,100,0,100,0,100,0,87,13,100,96,100,24,100,0,100,0,91,0,100,3235842,100,320945,100,872000000000.0,100,0,0,1
32466,20181019,MA2,100,0,100,34107,100,99,100,0,100,0,100,0,100,96,100,0,100,0,100,0,87,13,100,96,100,24,100,0,100,0,91,0,100,3230990,100,320922,100,871906000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
30501,20181217,MA2,100,5,100,39858,100,32,99,0,100,0,100,0,100,28,100,0,100,0,100,0,86,14,100,28,100,25,100,0,100,0,61,0,100,14677712,100,3985934,100,1005380000000.0,99,0,0,1
30501,20181216,MA2,100,5,100,39834,100,32,99,0,100,0,100,0,100,28,100,0,100,0,100,0,83,17,100,28,100,28,100,0,100,0,61,0,100,14620306,100,3972102,100,1005280000000.0,99,0,0,1
30501,20181215,MA2,100,5,100,39810,100,32,99,0,100,0,100,0,100,28,100,0,100,0,100,0,83,17,100,28,100,28,100,0,100,0,61,0,100,14568904,100,3958032,100,1005190000000.0,99,0,0,1
30501,20181214,MA2,100,5,100,39786,100,32,99,0,100,0,100,0,100,28,100,0,100,0,100,0,86,14,100,28,100,25,100,0,100,0,61,0,100,14500492,100,3942311,100,1005090000000.0,99,0,0,1
21365,20191204,MA2,100,0,100,48392,100,86,100,0,100,0,100,0,100,83,100,0,100,0,100,0,86,14,100,83,100,25,100,0,100,0,81,0,100,7576211,100,2900503,100,1224150000000.0,100,0,0,1
21365,20191203,MA2,100,0,100,48364,100,75,100,0,100,0,100,0,100,72,100,0,100,0,100,0,86,14,100,72,100,25,100,0,100,0,81,0,100,7575855,100,2900466,100,1224150000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
21365,20191201,MA2,100,0,100,48316,100,63,100,0,100,0,100,0,100,60,100,0,100,0,100,0,86,14,100,60,100,25,100,0,100,0,81,0,100,7575145,100,2900371,100,1224340000000.0,100,0,0,1
21365,20191130,MA2,100,0,100,48292,100,63,100,0,100,0,100,0,100,60,100,0,100,0,100,0,86,14,100,60,100,25,100,0,100,0,81,0,100,7574778,100,2900371,100,1224250000000.0,100,0,0,1
21365,20191129,MA2,100,0,100,48268,100,63,100,0,100,0,100,0,100,60,100,0,100,0,100,0,86,14,100,60,100,25,100,0,100,0,81,0,100,7574416,100,2900371,100,1224160000000.0,100,0,0,1
21365,20191128,MA2,100,0,100,48245,100,62,100,0,100,0,100,0,100,59,100,0,100,0,100,0,86,14,100,59,100,25,100,0,100,0,81,0,100,7574050,100,2900371,100,1224130000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
92125,20180909,MA2,100,0,100,36575,100,54,100,0,100,0,100,0,100,52,100,0,100,0,100,0,85,15,100,52,100,26,100,0,100,0,83,0,100,5388397,100,519799,100,928177000000.0,100,0,0,1
92125,20180908,MA2,100,0,100,36551,100,54,100,0,100,0,100,0,100,52,100,0,100,0,100,0,86,14,100,52,100,25,100,0,100,0,83,0,100,5370919,100,517238,100,928083000000.0,100,0,0,1
92125,20180907,MA2,100,0,100,36527,100,54,100,0,100,0,100,0,100,52,100,0,100,0,100,0,86,14,100,52,100,25,100,0,100,0,83,0,100,5358594,100,516272,100,927989000000.0,100,0,0,1
92125,20180906,MA2,100,0,100,36503,100,54,100,0,100,0,100,0,100,52,100,0,100,0,100,0,84,16,100,52,100,27,100,0,100,0,83,0,100,5342614,100,515197,100,927895000000.0,100,0,0,1
92125,20180905,MA2,100,0,100,36479,100,54,100,0,100,0,100,0,100,52,100,0,100,0,100,0,84,16,100,52,100,27,100,0,100,0,83,0,100,5329560,100,514685,100,927801000000.0,100,0,0,1
92125,20180904,MA2,100,0,100,36455,100,54,100,0,100,0,100,0,100,52,100,0,100,0,100,0,84,16,100,52,100,27,100,0,100,0,83,0,100,5315848,100,512828,100,924073000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
96002,20190130,MA2,100,0,100,41882,100,70,100,0,100,0,100,0,100,68,100,8,100,0,100,0,87,13,100,68,100,24,100,0,100,246,95,0,100,1699799,100,1003286,100,1061150000000.0,100,0,0,1
96002,20190129,MA2,100,0,100,41858,100,70,100,0,100,0,100,0,100,68,100,8,100,0,100,0,87,13,100,68,100,24,100,0,100,246,95,0,100,1699725,100,1003286,100,1061060000000.0,100,0,0,1
96002,20190128,MA2,100,0,100,41834,100,70,100,0,100,0,100,0,100,68,100,8,100,0,100,0,88,12,100,68,100,23,100,0,100,245,95,0,100,1699654,100,1003286,100,1060970000000.0,100,0,0,1
96002,20190127,MA2,100,0,100,41811,100,70,100,0,100,0,100,0,100,68,100,8,100,0,100,0,87,13,100,68,100,24,100,0,100,244,95,0,100,1699581,100,1003286,100,1060870000000.0,100,0,0,1
96002,20190126,MA2,100,0,100,41787,100,70,100,0,100,0,100,0,100,68,100,8,100,0,100,0,88,12,100,68,100,23,100,0,100,244,95,0,100,1699508,100,1003286,100,1057140000000.0,100,0,0,1
96002,20190125,MA2,100,0,100,41763,100,70,100,0,100,0,100,0,100,68,100,8,100,0,100,0,89,11,100,68,100,22,100,0,100,243,95,0,100,1699432,100,1003286,100,1057050000000.0,100,0,0,1
116017,20191204,MA2,100,2,100,48824,100,83,99,0,100,2,100,0,100,78,100,0,100,0,100,0,84,16,100,78,100,27,100,0,100,0,82,0,100,10592966,100,3039880,100,1228470000000.0,99,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
116017,20191202,MA2,100,2,100,48776,100,81,99,0,100,2,100,0,100,76,100,0,100,0,100,0,84,16,100,76,100,27,100,0,100,0,82,0,100,10590204,100,3039819,100,1228660000000.0,99,0,0,1
116017,20191201,MA2,100,2,100,48752,100,81,99,0,100,2,100,0,100,76,100,0,100,0,100,0,84,16,100,76,100,27,100,0,100,0,82,0,100,10588152,100,3039819,100,1228570000000.0,99,0,0,1
116017,20191130,MA2,100,2,100,48728,100,81,99,0,100,2,100,0,100,76,100,0,100,0,100,0,84,16,100,76,100,27,100,0,100,0,82,0,100,10586083,100,3039819,100,1228480000000.0,99,0,0,1
116017,20191129,MA2,100,2,100,48704,100,81,99,0,100,2,100,0,100,76,100,0,100,0,100,0,84,16,100,76,100,27,100,0,100,0,82,0,100,10584018,100,3039819,100,1228380000000.0,99,0,0,1
116017,20191128,MA2,100,2,100,48680,100,81,99,0,100,2,100,0,100,76,100,0,100,0,100,0,84,16,100,76,100,27,100,0,100,0,82,0,100,10581968,100,3039818,100,1224650000000.0,99,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
34092,20180812,MA2,100,0,100,36134,100,18,100,0,100,0,100,0,100,5,100,0,100,0,100,0,87,13,100,5,100,24,100,0,100,0,90,0,100,3247321,100,180984,100,923890000000.0,100,0,0,1
34092,20180811,MA2,100,0,100,36110,100,18,100,0,100,0,100,0,100,5,100,0,100,0,100,0,87,13,100,5,100,24,100,0,100,0,90,0,100,3244319,100,180974,100,923796000000.0,100,0,0,1
34092,20180810,MA2,100,0,100,36086,100,18,100,0,100,0,100,0,100,5,100,0,100,0,100,0,88,12,100,5,100,23,100,0,100,0,90,0,100,3241279,100,180972,100,923702000000.0,100,0,0,1
34092,20180809,MA2,100,0,100,36062,100,18,100,0,100,0,100,0,100,5,100,0,100,0,100,0,88,12,100,5,100,23,100,0,100,0,90,0,100,3234886,100,180520,100,923608000000.0,100,0,0,1
34092,20180808,MA2,100,0,100,36039,100,18,100,0,100,0,100,0,100,5,100,0,100,0,100,0,87,13,100,5,100,24,100,0,100,0,90,0,100,3228201,100,179231,100,923514000000.0,100,0,0,1
34092,20180807,MA2,100,0,100,36015,100,18,100,0,100,0,100,0,100,5,100,0,100,0,100,0,87,13,100,5,100,24,100,0,100,0,90,0,100,3221630,100,179175,100,923421000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
40159,20181212,MA2,100,0,100,40300,100,70,100,0,100,0,100,0,100,66,100,30378,100,0,100,0,84,16,100,66,100,27,100,0,100,7579,90,0,100,3969383,100,370036,100,1026630000000.0,100,0,0,1
40159,20181211,MA2,100,0,100,40276,100,70,100,0,100,0,100,0,100,66,100,30285,100,0,100,0,84,16,100,66,100,27,100,0,100,7576,90,0,100,3967835,100,370036,100,1026530000000.0,100,0,0,1
40159,20181210,MA2,100,0,100,40253,100,70,100,0,100,0,100,0,100,66,100,30201,100,0,100,0,84,16,100,66,100,27,100,0,100,7553,90,0,100,3966285,100,370036,100,1022800000000.0,100,0,0,1
40159,20181209,MA2,100,0,100,40229,100,70,100,0,100,0,100,0,100,66,100,30141,100,0,100,0,84,16,100,66,100,27,100,0,100,7526,90,0,100,3964723,100,370036,100,1022710000000.0,100,0,0,1
40159,20181208,MA2,100,0,100,40205,100,70,100,0,100,0,100,0,100,66,100,30085,100,0,100,0,84,16,100,66,100,27,100,0,100,7522,90,0,100,3963149,100,370036,100,1022620000000.0,100,0,0,1
40159,20181207,MA2,100,0,100,40181,100,70,100,0,100,0,100,0,100,66,100,30047,100,0,100,0,84,16,100,66,100,27,100,0,100,7521,90,0,100,3961577,100,370036,100,1022520000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
57982,20180729,MA2,100,0,100,37486,100,24,100,0,100,0,100,0,100,22,100,0,100,0,100,0,85,15,100,22,100,26,100,0,100,0,89,0,100,3634460,100,185847,100,953969000000.0,100,0,0,1
57982,20180728,MA2,100,0,100,37462,100,24,100,0,100,0,100,0,100,22,100,0,100,0,100,0,86,14,100,22,100,25,100,0,100,0,89,0,100,3628709,100,185773,100,953875000000.0,100,0,0,1
57982,20180727,MA2,100,0,100,37439,100,24,100,0,100,0,100,0,100,22,100,0,100,0,100,0,85,15,100,22,100,26,100,0,100,0,89,0,100,3623037,100,185712,100,953781000000.0,100,0,0,1
57982,20180726,MA2,100,0,100,37415,100,24,100,0,100,0,100,0,100,22,100,0,100,0,100,0,86,14,100,22,100,25,100,0,100,0,89,0,100,3617350,100,185660,100,953687000000.0,100,0,0,1
57982,20180725,MA2,100,0,100,37391,100,24,100,0,100,0,100,0,100,22,100,0,100,0,100,0,86,14,100,22,100,25,100,0,100,0,89,0,100,3611446,100,185577,100,953593000000.0,100,0,0,1
57982,20180724,MA2,100,0,100,37367,100,24,100,0,100,0,100,0,100,22,100,0,100,0,100,0,85,15,100,22,100,26,100,0,100,0,89,0,100,3605623,100,185429,100,953500000000.0,100,0,0,1
62240,20180525,MA2,100,0,100,33276,100,15,100,0,100,0,100,0,100,10,100,0,100,0,100,0,84,16,100,10,100,27,100,0,100,0,92,0,100,2703118,100,117817,100,850846000000.0,100,0,0,1
62240,20180524,MA2,100,0,100,33252,100,15,100,0,100,0,100,0,100,10,100,0,100,0,100,0,84,16,100,10,100,27,100,0,100,0,92,0,100,2688328,100,117299,100,850752000000.0,100,0,0,1
62240,20180523,MA2,100,0,100,33228,100,15,100,0,100,0,100,0,100,10,100,0,100,0,100,0,84,16,100,10,100,27,100,0,100,0,92,0,100,2679170,100,117034,100,850658000000.0,100,0,0,1
62240,20180522,MA2,100,0,100,33204,100,15,100,0,100,0,100,0,100,10,100,0,100,0,100,0,83,17,100,10,100,28,100,0,100,0,92,0,100,2669805,100,116552,100,850564000000.0,100,0,0,1
62240,20180521,MA2,100,0,100,33180,100,15,100,0,100,0,100,0,100,10,100,0,100,0,100,0,84,16,100,10,100,27,100,0,100,0,92,0,100,2660063,100,116121,100,850470000000.0,100,0,0,1
62240,20180520,MA2,100,0,100,33157,100,15,100,0,100,0,100,0,100,10,100,0,100,0,100,0,84,16,100,10,100,27,100,0,100,0,92,0,100,2651080,100,115722,100,846742000000.0,100,0,0,1
62240,20180519,MA2,100,0,100,33133,100,15,100,0,100,0,100,0,100,10,100,0,100,0,100,0,84,16,100,10,100,27,100,0,100,0,92,0,100,2642570,100,115500,100,846648000000.0,100,0,0,1
60626,20180918,MA2,100,0,100,38181,100,96,100,0,100,0,100,0,100,93,100,4,100,0,100,0,86,14,100,93,100,25,100,0,100,0,86,0,100,5460103,100,1963751,100,971117000000.0,100,0,0,1
60626,20180917,MA2,100,0,100,38157,100,96,100,0,100,0,100,0,100,93,100,0,100,0,100,0,86,14,100,93,100,25,100,0,100,0,86,0,100,5454992,100,1963360,100,971023000000.0,100,0,0,1
60626,20180916,MA2,100,0,100,38133,100,96,100,0,100,0,100,0,100,93,100,0,100,0,100,0,86,14,100,93,100,25,100,0,100,0,86,0,100,5451930,100,1963346,100,970929000000.0,100,0,0,1
60626,20180915,MA2,100,0,100,38109,100,96,100,0,100,0,100,0,100,93,100,0,100,0,100,0,86,14,100,93,100,25,100,0,100,0,86,0,100,5448800,100,1963333,100,970835000000.0,100,0,0,1
60626,20180914,MA2,100,0,100,38085,100,96,100,0,100,0,100,0,100,93,100,0,100,0,100,0,86,14,100,93,100,25,100,0,100,0,86,0,100,5445435,100,1963292,100,970741000000.0,100,0,0,1
60626,20180913,MA2,100,0,100,38061,100,96,100,0,100,0,100,0,100,93,100,0,100,0,100,0,86,14,100,93,100,25,100,0,100,0,86,0,100,5441954,100,1963278,100,967013000000.0,100,0,0,1
60626,20180912,MA2,100,0,100,38037,100,96,100,0,100,0,100,0,100,93,100,0,100,0,100,0,86,14,100,93,100,25,100,0,100,0,86,0,100,5438285,100,1963264,100,966919000000.0,100,0,0,1
79793,20180713,MA2,100,0,100,36892,100,29,100,0,100,0,100,0,100,27,100,0,100,0,100,0,88,12,100,27,100,23,100,0,100,0,79,0,100,11184340,100,1061460,100,944898000000.0,100,0,0,1
79793,20180712,MA2,100,0,100,36868,100,29,100,0,100,0,100,0,100,27,100,0,100,0,100,0,87,13,100,27,100,24,100,0,100,0,79,0,100,11182087,100,1060990,100,941170000000.0,100,0,0,1
79793,20180711,MA2,100,0,100,36844,100,29,100,0,100,0,100,0,100,27,100,0,100,0,100,0,87,13,100,27,100,24,100,0,100,0,79,0,100,11178224,100,1060952,100,941076000000.0,100,0,0,1
79793,20180710,MA2,100,0,100,36821,100,29,100,0,100,0,100,0,100,27,100,0,100,0,100,0,87,13,100,27,100,24,100,0,100,0,79,0,100,11174017,100,1060920,100,940982000000.0,100,0,0,1
79793,20180709,MA2,100,0,100,36797,100,29,100,0,100,0,100,0,100,27,100,0,100,0,100,0,87,13,100,27,100,24,100,0,100,0,79,0,100,11169957,100,1060864,100,940888000000.0,100,0,0,1
79793,20180708,MA2,100,0,100,36773,100,29,100,0,100,0,100,0,100,27,100,0,100,0,100,0,87,13,100,27,100,24,100,0,100,0,79,0,100,11166384,100,1060820,100,940794000000.0,100,0,0,1
79793,20180707,MA2,100,0,100,36749,100,29,100,0,100,0,100,0,100,27,100,0,100,0,100,0,86,14,100,27,100,25,100,0,100,0,79,0,100,11162812,100,1060747,100,940700000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
40034,20181212,MA2,100,0,100,40244,100,50,100,0,100,0,100,0,100,47,100,2,100,0,100,0,86,14,100,47,100,25,100,0,100,640,78,0,100,9532442,100,738885,100,1026560000000.0,100,0,0,1
40034,20181211,MA2,100,0,100,40220,100,50,100,0,100,0,100,0,100,47,100,2,100,0,100,0,86,14,100,47,100,25,100,0,100,640,78,0,100,9530469,100,738884,100,1022830000000.0,100,0,0,1
40034,20181210,MA2,100,0,100,40196,100,50,100,0,100,0,100,0,100,47,100,2,100,0,100,0,86,14,100,47,100,25,100,0,100,640,78,0,100,9528521,100,738882,100,1022740000000.0,100,0,0,1
40034,20181209,MA2,100,0,100,40173,100,50,100,0,100,0,100,0,100,47,100,2,100,0,100,0,86,14,100,47,100,25,100,0,100,640,78,0,100,9526652,100,738880,100,1022640000000.0,100,0,0,1
40034,20181208,MA2,100,0,100,40149,100,50,100,0,100,0,100,0,100,47,100,2,100,0,100,0,86,14,100,47,100,25,100,0,100,640,78,0,100,9524818,100,738879,100,1022550000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
113581,20181121,MA2,100,0,100,39767,100,82,100,0,100,0,100,0,100,79,100,0,100,0,100,0,87,13,100,79,100,24,100,0,100,0,82,0,100,6775333,100,37627324,100,1013660000000.0,100,0,0,1
113581,20181120,MA2,100,0,100,39743,100,82,100,0,100,0,100,0,100,79,100,0,100,0,100,0,87,13,100,79,100,24,100,0,100,0,82,0,100,6773497,100,37627318,100,1009930000000.0,100,0,0,1
113581,20181119,MA2,100,0,100,39719,100,82,100,0,100,0,100,0,100,79,100,0,100,0,100,0,87,13,100,79,100,24,100,0,100,0,82,0,100,6771727,100,37627317,100,1009830000000.0,100,0,0,1
113581,20181118,MA2,100,0,100,39696,100,82,100,0,100,0,100,0,100,79,100,0,100,0,100,0,87,13,100,79,100,24,100,0,100,0,82,0,100,6769881,100,37627306,100,1009740000000.0,100,0,0,1
113581,20181117,MA2,100,0,100,39672,100,82,100,0,100,0,100,0,100,79,100,0,100,0,100,0,87,13,100,79,100,24,100,0,100,0,82,0,100,6768022,100,37627292,100,1009650000000.0,100,0,0,1
113581,20181116,MA2,100,0,100,39648,100,82,100,0,100,0,100,0,100,79,100,0,100,0,100,0,87,13,100,79,100,24,100,0,100,0,82,0,100,6766152,100,37627263,100,1009550000000.0,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1
114300,20191207,MA2,100,1,100,48946,100,86,99,0,100,0,100,0,100,82,100,12,100,0,100,0,85,15,100,82,100,26,100,0,100,73,89,0,100,4805602,100,360657,100,1241490000000.0,99,0,0,1
114300,20191206,MA2,100,1,100,48922,100,86,99,0,100,0,100,0,100,82,100,12,100,0,100,0,85,15,100,82,100,26,100,0,100,73,89,0,100,4804093,100,360657,100,1241390000000.0,99,0,0,1
114300,20191205,MA2,100,1,100,48898,100,86,99,0,100,0,100,0,100,82,100,12,100,0,100,0,85,15,100,82,100,26,100,0,100,73,89,0,100,4802602,100,360657,100,1241300000000.0,99,0,0,1
114300,20191204,MA2,100,1,100,48874,100,86,99,0,100,0,100,0,100,82,100,12,100,0,100,0,85,15,100,82,100,26,100,0,100,73,89,0,100,4801068,100,360657,100,1237570000000.0,99,0,0,1
114300,20191203,MA2,100,1,100,48851,100,86,99,0,100,0,100,0,100,82,100,12,100,0,100,0,85,15,100,82,100,26,100,0,100,73,89,0,100,4799556,100,360657,100,1237480000000.0,99,0,0,1
2291,20180925,MA2,100,0,100,38897,100,19,100,0,100,0,100,0,100,17,100,0,100,0,100,0,85,15,100,17,100,26,100,0,100,0,1,0,100,41520400,100,3518248,100,992366000000.0,100,0,0,1
2291,20180924,MA2,100,0,100,38873,100,19,100,0,100,0,100,0,100,17,100,0,100,0,100,0,85,15,100,17,100,26,100,0,100,0,1,0,100,41520078,100,3518248,100,992272000000.0,100,0,0,1
2291,20180923,MA2,100,0,100,38849,100,19,100,0,100,0,100,0,100,17,100,0,100,0,100,0,85,15,100,17,100,26,100,0,100,0,1,0,100,41519777,100,3518248,100,992178000000.0,100,0,0,1
2291,20180922,MA2,100,0,100,38826,100,19,100,0,100,0,100,0,100,17,100,0,100,0,100,0,85,15,100,17,100,26,100,0,100,0,1,0,100,41519477,100,3518248,100,988449000000.0,100,0,0,1
2291,20180921,MA2,100,0,100,38802,100,19,100,0,100,0,100,0,100,17,100,0,100,0,100,0,85,15,100,17,100,26,100,0,100,0,1,0,100,41519176,100,3518248,100,988355000000.0,100,0,0,1
